model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,300,2,0.0013333333333333335,0.4,0.0012040133779264214,0.02,0.09259259259259259,54,1.5714285714285714,0
ER,300,2,0.0014705882352941178,0.44117647058823534,0.001560758082497213,0.03,0.11428571428571428,70,2.2580645161290325,0
ER,300,2,0.0016078431372549022,0.48235294117647065,0.0017168338907469342,0.02666666666666667,0.09090909090909091,77,2.4857142857142858,0
ER,300,2,0.0017450980392156863,0.5235294117647059,0.0019843924191750278,0.06333333333333334,0.20224719101123595,89,2.7464788732394365,0
ER,300,2,0.0018823529411764709,0.5647058823529412,0.0019397993311036788,0.05,0.16091954022988506,87,2.095890410958904,0
ER,300,2,0.002019607843137255,0.6058823529411764,0.0019397993311036788,0.03666666666666667,0.11494252873563218,87,2.2467532467532467,0
ER,300,2,0.0021568627450980395,0.6470588235294118,0.0024080267558528427,0.04,0.10185185185185185,108,3.4123711340206184,0
ER,300,2,0.0022941176470588237,0.6882352941176471,0.002028985507246377,0.03333333333333333,0.0989010989010989,91,2.5853658536585367,0
ER,300,2,0.0024313725490196078,0.7294117647058823,0.0024080267558528427,0.03666666666666667,0.09259259259259259,108,2.9591836734693877,0
ER,300,2,0.0025686274509803923,0.7705882352941177,0.002140468227424749,0.02666666666666667,0.07291666666666667,96,3.202247191011236,0
ER,300,2,0.002705882352941177,0.811764705882353,0.002430323299888517,0.04666666666666667,0.11926605504587157,109,3.4166666666666665,0
ER,300,2,0.002843137254901961,0.8529411764705882,0.00274247491638796,0.04666666666666667,0.10569105691056911,123,4.8,0
ER,300,2,0.002980392156862745,0.8941176470588235,0.0030100334448160534,0.17666666666666667,0.3925925925925926,135,4.414634146341464,0
ER,300,2,0.0031176470588235297,0.9352941176470588,0.003701226309921962,0.2,0.37349397590361444,166,6.9423076923076925,0
ER,300,2,0.003254901960784314,0.9764705882352941,0.003277591973244147,0.09333333333333334,0.19047619047619047,147,6.4789915966386555,0
ER,300,2,0.0033921568627450984,1.0176470588235293,0.0030100334448160534,0.09666666666666666,0.2074074074074074,135,4.196261682242991,0
ER,300,2,0.0035294117647058825,1.0588235294117647,0.004013377926421404,0.31666666666666665,0.5388888888888889,180,5.72289156626506,0
ER,300,2,0.0036666666666666666,1.0999999999999999,0.0038573021181716833,0.22333333333333333,0.3815028901734104,173,13.560747663551401,0
ER,300,2,0.003803921568627451,1.1411764705882352,0.00423634336677815,0.43,0.6789473684210526,190,8.311475409836065,0
ER,300,2,0.003941176470588235,1.1823529411764706,0.004414715719063545,0.5,0.7828282828282829,198,2.1627906976744184,0
ER,300,2,0.00407843137254902,1.223529411764706,0.003924191750278707,0.39666666666666667,0.6818181818181818,176,3.7142857142857144,0
ER,300,2,0.0042156862745098035,1.264705882352941,0.004191750278706801,0.48,0.7819148936170213,188,3.4390243902439024,0
ER,300,2,0.004352941176470589,1.3058823529411765,0.004726867335562988,0.5733333333333334,0.8349056603773585,212,2.4285714285714284,0
ER,300,2,0.004490196078431373,1.3470588235294116,0.004771460423634337,0.59,0.8785046728971962,214,1.6923076923076923,0
ER,300,2,0.004627450980392156,1.3882352941176468,0.004860646599777034,0.5033333333333333,0.7477064220183486,218,3.2545454545454544,0
ER,300,2,0.004764705882352942,1.4294117647058824,0.0046822742474916385,0.57,0.8380952380952381,210,2.5294117647058822,0
ER,300,2,0.004901960784313725,1.4705882352941175,0.004704570791527313,0.5633333333333334,0.8341232227488151,211,3.6285714285714286,0
ER,300,2,0.00503921568627451,1.511764705882353,0.004860646599777034,0.6366666666666667,0.9128440366972477,218,2.0526315789473686,0
ER,300,2,0.0051764705882352945,1.5529411764705883,0.005261984392419175,0.6233333333333333,0.8686440677966102,236,2.6129032258064515,0
ER,300,2,0.005313725490196078,1.5941176470588234,0.005284280936454849,0.64,0.9029535864978903,237,2.130434782608696,0
ER,300,2,0.005450980392156864,1.635294117647059,0.005395763656633222,0.6466666666666666,0.8760330578512396,242,2.8666666666666667,0
ER,300,2,0.005588235294117647,1.6764705882352942,0.0060646599777034555,0.75,0.9485294117647058,272,2.142857142857143,0
ER,300,2,0.005725490196078431,1.7176470588235293,0.005596432552954292,0.7,0.9083665338645418,251,3.6956521739130435,0
ER,300,2,0.0058627450980392164,1.758823529411765,0.006510590858416945,0.7633333333333333,0.9383561643835616,292,2.5555555555555554,0
ER,300,2,0.006,1.7999999999999998,0.005618729096989967,0.7133333333333334,0.9166666666666666,252,1.8571428571428572,0
ER,300,2,0.0013333333333333335,0.4,0.0011594202898550724,0.013333333333333334,0.057692307692307696,52,1.4081632653061225,1
ER,300,2,0.0014705882352941178,0.44117647058823534,0.001806020066889632,0.03,0.09876543209876543,81,2.3424657534246576,1
ER,300,2,0.0016078431372549022,0.48235294117647065,0.001560758082497213,0.023333333333333334,0.08571428571428572,70,1.78125,1
ER,300,2,0.0017450980392156863,0.5235294117647059,0.0019175027870680045,0.06666666666666667,0.22093023255813954,86,3.8059701492537314,1
ER,300,2,0.0018823529411764709,0.5647058823529412,0.001850613154960981,0.02666666666666667,0.08433734939759036,83,2.3684210526315788,1
ER,300,2,0.002019607843137255,0.6058823529411764,0.0017168338907469342,0.023333333333333334,0.07792207792207792,77,2.436619718309859,1
ER,300,2,0.0021568627450980395,0.6470588235294118,0.002118171683389075,0.043333333333333335,0.12631578947368421,95,2.7349397590361444,1
ER,300,2,0.0022941176470588237,0.6882352941176471,0.002430323299888517,0.04,0.10091743119266056,109,3.7142857142857144,1
ER,300,2,0.0024313725490196078,0.7294117647058823,0.0023411371237458192,0.03333333333333333,0.08571428571428572,105,4.354166666666667,1
ER,300,2,0.0025686274509803923,0.7705882352941177,0.002318840579710145,0.03,0.07692307692307693,104,3.4375,1
