model,N,k,p_over_pc,Phi_mean,Psi_mean,chi_mean,p_eff_mean,n_reps
ER,100,4,0.4,0.008,0.15,0.1,0.05947474747474748,10
ER,100,4,0.44117647058823534,0.013000000000000001,0.3,0.0,0.06553535353535353,10
ER,100,4,0.4823529411764706,0.008,0.2,0.0,0.07115151515151516,10
ER,100,4,0.5235294117647059,0.029000000000000005,0.55,0.3,0.07856565656565657,10
ER,100,4,0.5647058823529413,0.031,0.51,0.4,0.08256565656565656,10
ER,100,4,0.6058823529411765,0.038,0.5,0.7,0.09163636363636364,10
ER,100,4,0.6470588235294118,0.039,0.48583333333333334,0.74,0.0955959595959596,10
ER,100,4,0.6882352941176471,0.047,0.4420238095238095,1.09,0.10296969696969697,10
ER,100,4,0.7294117647058824,0.05,0.3896825396825397,1.09,0.10854545454545454,10
ER,100,4,0.7705882352941177,0.048,0.2319047619047619,1.1983333333333333,0.11511111111111112,10
ER,100,4,0.8117647058823529,0.05800000000000001,0.2964596514596515,1.2598051948051947,0.11880808080808081,10
ER,100,4,0.8529411764705883,0.074,0.2686648978261882,1.5360073260073261,0.12783838383838383,10
ER,100,4,0.8941176470588236,0.066,0.20009884559884558,1.4755211893369788,0.13282828282828282,10
ER,100,4,0.9352941176470588,0.08,0.21131346732940673,1.9693196296457167,0.13799999999999998,10
ER,100,4,0.9764705882352941,0.087,0.20615145624463288,1.7721441942535556,0.14250505050505052,10
ER,100,4,1.0176470588235296,0.10700000000000001,0.22365904194325698,2.7497389298876853,0.15094949494949494,10
ER,100,4,1.0588235294117647,0.14100000000000001,0.22152673909282342,2.9994815341776455,0.15616161616161617,10
ER,100,4,1.1,0.11699999999999999,0.17800124455501284,3.260492677195382,0.161010101010101,10
ER,100,4,1.1411764705882352,0.178,0.24080219462802085,3.8438290871833387,0.16838383838383839,10
ER,100,4,1.1823529411764706,0.38,0.37647573635934256,6.7063270314693995,0.17563636363636365,10
ER,100,4,1.223529411764706,0.354,0.31276215217536535,10.667313775669347,0.1827070707070707,10
ER,100,4,1.2647058823529411,0.5940000000000001,0.5440939441215386,12.085285514517048,0.19094949494949492,10
ER,100,4,1.3058823529411767,0.6759999999999999,0.5930278108390438,8.947733111417833,0.19525252525252526,10
ER,100,4,1.3470588235294119,0.78,0.7240644481217856,5.802489429222973,0.20052525252525255,10
ER,100,4,1.388235294117647,0.8539999999999999,0.7347339476026554,8.143918106381657,0.2078989898989899,10
ER,100,4,1.4294117647058824,0.892,0.8224544774250757,4.871340260511623,0.21276767676767677,10
ER,100,4,1.4705882352941175,0.9369999999999999,0.8842195979159696,4.858416372535196,0.21795959595959596,10
ER,100,4,1.5117647058823531,0.9720000000000001,0.9145677180808836,3.8505955558805964,0.22214141414141414,10
ER,100,4,1.5529411764705883,0.991,0.9666067702848793,1.985260001436472,0.23365656565656567,10
ER,100,4,1.5941176470588236,0.99,0.9697722927243217,2.0421839479466515,0.23725252525252527,10
ER,100,4,1.635294117647059,0.9970000000000001,0.9824937455448509,1.542332502378942,0.2415959595959596,10
ER,100,4,1.676470588235294,0.999,0.9877639377451967,1.8842805878332194,0.25606060606060604,10
ER,100,4,1.7176470588235295,0.998,0.9937444701400565,1.3162931839402428,0.25632323232323234,10
ER,100,4,1.7588235294117645,1.0,0.9958554034827062,1.4843290043290043,0.26503030303030306,10
ER,100,4,1.8,0.999,0.9971866436837514,1.0166666666666666,0.270989898989899,10
