model,N,k,p_over_pc,Phi_mean,Psi_mean,chi_mean,p_eff_mean,n_reps
ER,500,3,0.4,0.009600000000000001,0.06548156351089839,1.1539610100620612,0.012628456913827654,10
ER,500,3,0.44117647058823534,0.0106,0.05693582590478234,1.244260630812355,0.014018436873747495,10
ER,500,3,0.48235294117647065,0.0106,0.048225190107246275,1.2547653565888133,0.015170340681362726,10
ER,500,3,0.5235294117647059,0.0108,0.040068964039943956,1.364889212961517,0.01640561122244489,10
ER,500,3,0.5647058823529412,0.0132,0.041728469820863326,1.4308698336681842,0.017765130260521043,10
ER,500,3,0.6058823529411764,0.0172,0.046346903704239675,1.6443842186354523,0.01910861723446894,10
ER,500,3,0.6470588235294118,0.0186,0.04497538272098793,1.7970552174357337,0.02017795591182365,10
ER,500,3,0.6882352941176472,0.0196,0.03674696891149466,1.9479652763179007,0.02160881763527054,10
ER,500,3,0.7294117647058823,0.024,0.04167209307508082,2.187834118327055,0.023094989979959922,10
ER,500,3,0.7705882352941177,0.029199999999999997,0.04331409395063138,2.6597392055435862,0.02426693386773547,10
ER,500,3,0.8117647058823528,0.034,0.04234714426235095,2.9182167059271347,0.025867735470941882,10
ER,500,3,0.8529411764705882,0.0372,0.04286397329660575,3.7478058572616417,0.026858517034068136,10
ER,500,3,0.8941176470588237,0.0622,0.06329771121383157,4.3048653432327155,0.02825250501002004,10
ER,500,3,0.9352941176470588,0.05739999999999999,0.054673210898774374,5.019331556620313,0.029209619238476953,10
ER,500,3,0.9764705882352942,0.1306,0.10741272935867954,7.985239022110558,0.031209619238476954,10
ER,500,3,1.0176470588235293,0.09159999999999999,0.06681224581555371,8.117892634403079,0.03214509018036073,10
ER,500,3,1.0588235294117647,0.2152,0.1593861123525091,10.35469110888795,0.03329298597194389,10
ER,500,3,1.0999999999999999,0.2994,0.21405060014714156,12.653924245870403,0.034582765531062126,10
ER,500,3,1.1411764705882352,0.4368,0.29879740642433017,13.36908734635623,0.0360625250501002,10
ER,500,3,1.1823529411764704,0.6098,0.43641853375631745,19.805918737228783,0.03733547094188377,10
ER,500,3,1.2235294117647058,0.792,0.5960080444833554,7.535533099543672,0.03865250501002004,10
ER,500,3,1.2647058823529413,0.9034000000000001,0.7428907700310028,5.007528318779555,0.04025330661322645,10
ER,500,3,1.3058823529411765,0.9182,0.7528857253913596,4.099749262095324,0.04134268537074148,10
ER,500,3,1.3470588235294119,0.9480000000000001,0.7973210159373757,3.7320073812980574,0.0423871743486974,10
ER,500,3,1.3882352941176472,0.9782,0.8699523266708775,2.4594681502931897,0.044045691382765526,10
ER,500,3,1.4294117647058824,0.9810000000000001,0.8869970674615025,2.6203292123018045,0.0451246492985972,10
ER,500,3,1.4705882352941178,0.991,0.9124562038495594,2.6457813673023267,0.046177154308617234,10
ER,500,3,1.511764705882353,0.9954000000000001,0.9285355338559086,2.1302359958584103,0.047844488977955915,10
ER,500,3,1.5529411764705883,0.9968,0.9499234707536963,1.8469310496819666,0.049494188376753505,10
ER,500,3,1.5941176470588234,0.9964000000000001,0.9587822805261783,1.806465954583338,0.050570741482965934,10
ER,500,3,1.6352941176470588,0.9982,0.9671294444926419,1.7075013894057083,0.05175871743486974,10
ER,500,3,1.676470588235294,0.9984,0.9737990308571586,1.5549899139292411,0.05263406813627255,10
ER,500,3,1.7176470588235293,0.9996,0.9790000092176845,1.5122086436764124,0.054529859719438876,10
ER,500,3,1.758823529411765,0.9996,0.9819195859512971,1.5185246210579897,0.05533466933867735,10
ER,500,3,1.8,0.9997999999999999,0.9884271055758068,1.321241341521722,0.056768737474949905,10
