model,N,p,p_over_pc,S,replicate
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.371,3
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.435,3
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.429,3
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.539,3
ER_classic,1000,0.0014,1.4,0.44,3
ER_classic,1000,0.0006,0.6,0.01,4
ER_classic,1000,0.0006235294117647058,0.6235294117647058,0.01,4
ER_classic,1000,0.0006470588235294117,0.6470588235294117,0.014,4
ER_classic,1000,0.0006705882352941176,0.6705882352941176,0.017,4
ER_classic,1000,0.0006941176470588235,0.6941176470588235,0.028,4
ER_classic,1000,0.0007176470588235293,0.7176470588235293,0.025,4
ER_classic,1000,0.0007411764705882352,0.7411764705882352,0.036,4
ER_classic,1000,0.0007647058823529411,0.7647058823529411,0.035,4
ER_classic,1000,0.000788235294117647,0.7882352941176469,0.039,4
ER_classic,1000,0.0008117647058823529,0.8117647058823528,0.028,4
ER_classic,1000,0.0008352941176470588,0.8352941176470587,0.07,4
ER_classic,1000,0.0008588235294117647,0.8588235294117648,0.04,4
ER_classic,1000,0.0008823529411764706,0.8823529411764706,0.044,4
ER_classic,1000,0.0009058823529411765,0.9058823529411765,0.041,4
ER_classic,1000,0.0009294117647058824,0.9294117647058824,0.039,4
ER_classic,1000,0.0009529411764705883,0.9529411764705883,0.05,4
ER_classic,1000,0.0009764705882352941,0.9764705882352941,0.036,4
ER_classic,1000,0.001,1.0,0.061,4
ER_classic,1000,0.001023529411764706,1.0235294117647058,0.067,4
ER_classic,1000,0.0010470588235294118,1.0470588235294118,0.051,4
ER_classic,1000,0.0010705882352941177,1.0705882352941176,0.234,4
ER_classic,1000,0.0010941176470588235,1.0941176470588234,0.081,4
ER_classic,1000,0.0011176470588235294,1.1176470588235294,0.259,4
ER_classic,1000,0.0011411764705882353,1.1411764705882352,0.145,4
ER_classic,1000,0.0011647058823529412,1.1647058823529413,0.352,4
ER_classic,1000,0.001188235294117647,1.188235294117647,0.199,4
ER_classic,1000,0.001211764705882353,1.2117647058823529,0.195,4
ER_classic,1000,0.0012352941176470588,1.2352941176470589,0.391,4
ER_classic,1000,0.0012588235294117647,1.2588235294117647,0.3,4
ER_classic,1000,0.0012823529411764706,1.2823529411764705,0.409,4
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.432,4
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.469,4
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.398,4
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.526,4
ER_classic,1000,0.0014,1.4,0.477,4
ER_classic,1000,0.0006,0.6,0.011,5
ER_classic,1000,0.0006235294117647058,0.6235294117647058,0.013,5
ER_classic,1000,0.0006470588235294117,0.6470588235294117,0.024,5
ER_classic,1000,0.0006705882352941176,0.6705882352941176,0.014,5
ER_classic,1000,0.0006941176470588235,0.6941176470588235,0.022,5
ER_classic,1000,0.0007176470588235293,0.7176470588235293,0.012,5
ER_classic,1000,0.0007411764705882352,0.7411764705882352,0.042,5
ER_classic,1000,0.0007647058823529411,0.7647058823529411,0.02,5
ER_classic,1000,0.000788235294117647,0.7882352941176469,0.027,5
ER_classic,1000,0.0008117647058823529,0.8117647058823528,0.025,5
ER_classic,1000,0.0008352941176470588,0.8352941176470587,0.024,5
ER_classic,1000,0.0008588235294117647,0.8588235294117648,0.044,5
ER_classic,1000,0.0008823529411764706,0.8823529411764706,0.098,5
ER_classic,1000,0.0009058823529411765,0.9058823529411765,0.087,5
ER_classic,1000,0.0009294117647058824,0.9294117647058824,0.05,5
ER_classic,1000,0.0009529411764705883,0.9529411764705883,0.026,5
ER_classic,1000,0.0009764705882352941,0.9764705882352941,0.044,5
ER_classic,1000,0.001,1.0,0.092,5
ER_classic,1000,0.001023529411764706,1.0235294117647058,0.054,5
ER_classic,1000,0.0010470588235294118,1.0470588235294118,0.072,5
ER_classic,1000,0.0010705882352941177,1.0705882352941176,0.06,5
ER_classic,1000,0.0010941176470588235,1.0941176470588234,0.047,5
ER_classic,1000,0.0011176470588235294,1.1176470588235294,0.288,5
ER_classic,1000,0.0011411764705882353,1.1411764705882352,0.054,5
ER_classic,1000,0.0011647058823529412,1.1647058823529413,0.365,5
ER_classic,1000,0.001188235294117647,1.188235294117647,0.102,5
ER_classic,1000,0.001211764705882353,1.2117647058823529,0.178,5
ER_classic,1000,0.0012352941176470588,1.2352941176470589,0.407,5
ER_classic,1000,0.0012588235294117647,1.2588235294117647,0.39,5
ER_classic,1000,0.0012823529411764706,1.2823529411764705,0.389,5
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.326,5
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.513,5
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.403,5
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.254,5
ER_classic,1000,0.0014,1.4,0.348,5
ER_classic,1000,0.0006,0.6,0.021,6
ER_classic,1000,0.0006235294117647058,0.6235294117647058,0.012,6
ER_classic,1000,0.0006470588235294117,0.6470588235294117,0.021,6
ER_classic,1000,0.0006705882352941176,0.6705882352941176,0.029,6
ER_classic,1000,0.0006941176470588235,0.6941176470588235,0.035,6
ER_classic,1000,0.0007176470588235293,0.7176470588235293,0.052,6
ER_classic,1000,0.0007411764705882352,0.7411764705882352,0.023,6
ER_classic,1000,0.0007647058823529411,0.7647058823529411,0.022,6
ER_classic,1000,0.000788235294117647,0.7882352941176469,0.026,6
ER_classic,1000,0.0008117647058823529,0.8117647058823528,0.019,6
ER_classic,1000,0.0008352941176470588,0.8352941176470587,0.061,6
ER_classic,1000,0.0008588235294117647,0.8588235294117648,0.032,6
ER_classic,1000,0.0008823529411764706,0.8823529411764706,0.103,6
ER_classic,1000,0.0009058823529411765,0.9058823529411765,0.096,6
ER_classic,1000,0.0009294117647058824,0.9294117647058824,0.041,6
ER_classic,1000,0.0009529411764705883,0.9529411764705883,0.028,6
ER_classic,1000,0.0009764705882352941,0.9764705882352941,0.059,6
ER_classic,1000,0.001,1.0,0.147,6
ER_classic,1000,0.001023529411764706,1.0235294117647058,0.033,6
ER_classic,1000,0.0010470588235294118,1.0470588235294118,0.135,6
ER_classic,1000,0.0010705882352941177,1.0705882352941176,0.067,6
ER_classic,1000,0.0010941176470588235,1.0941176470588234,0.238,6
ER_classic,1000,0.0011176470588235294,1.1176470588235294,0.212,6
ER_classic,1000,0.0011411764705882353,1.1411764705882352,0.235,6
ER_classic,1000,0.0011647058823529412,1.1647058823529413,0.301,6
ER_classic,1000,0.001188235294117647,1.188235294117647,0.351,6
ER_classic,1000,0.001211764705882353,1.2117647058823529,0.374,6
ER_classic,1000,0.0012352941176470588,1.2352941176470589,0.27,6
ER_classic,1000,0.0012588235294117647,1.2588235294117647,0.378,6
ER_classic,1000,0.0012823529411764706,1.2823529411764705,0.446,6
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.485,6
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.623,6
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.5,6
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.472,6
ER_classic,1000,0.0014,1.4,0.42,6
ER_classic,1000,0.0006,0.6,0.019,7
ER_classic,1000,0.0006235294117647058,0.6235294117647058,0.018,7
ER_classic,1000,0.0006470588235294117,0.6470588235294117,0.029,7
ER_classic,1000,0.0006705882352941176,0.6705882352941176,0.013,7
ER_classic,1000,0.0006941176470588235,0.6941176470588235,0.024,7
ER_classic,1000,0.0007176470588235293,0.7176470588235293,0.019,7
ER_classic,1000,0.0007411764705882352,0.7411764705882352,0.026,7
ER_classic,1000,0.0007647058823529411,0.7647058823529411,0.019,7
ER_classic,1000,0.000788235294117647,0.7882352941176469,0.024,7
ER_classic,1000,0.0008117647058823529,0.8117647058823528,0.023,7
ER_classic,1000,0.0008352941176470588,0.8352941176470587,0.026,7
ER_classic,1000,0.0008588235294117647,0.8588235294117648,0.063,7
ER_classic,1000,0.0008823529411764706,0.8823529411764706,0.025,7
ER_classic,1000,0.0009058823529411765,0.9058823529411765,0.071,7
ER_classic,1000,0.0009294117647058824,0.9294117647058824,0.056,7
ER_classic,1000,0.0009529411764705883,0.9529411764705883,0.04,7
ER_classic,1000,0.0009764705882352941,0.9764705882352941,0.062,7
ER_classic,1000,0.001,1.0,0.199,7
ER_classic,1000,0.001023529411764706,1.0235294117647058,0.071,7
ER_classic,1000,0.0010470588235294118,1.0470588235294118,0.07,7
ER_classic,1000,0.0010705882352941177,1.0705882352941176,0.321,7
ER_classic,1000,0.0010941176470588235,1.0941176470588234,0.289,7
ER_classic,1000,0.0011176470588235294,1.1176470588235294,0.15,7
ER_classic,1000,0.0011411764705882353,1.1411764705882352,0.284,7
ER_classic,1000,0.0011647058823529412,1.1647058823529413,0.151,7
ER_classic,1000,0.001188235294117647,1.188235294117647,0.336,7
ER_classic,1000,0.001211764705882353,1.2117647058823529,0.367,7
ER_classic,1000,0.0012352941176470588,1.2352941176470589,0.442,7
ER_classic,1000,0.0012588235294117647,1.2588235294117647,0.465,7
ER_classic,1000,0.0012823529411764706,1.2823529411764705,0.363,7
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.434,7
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.478,7
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.563,7
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.462,7
ER_classic,1000,0.0014,1.4,0.559,7
ER_classic,1000,0.0006,0.6,0.014,8
ER_classic,1000,0.0006235294117647058,0.6235294117647058,0.018,8
ER_classic,1000,0.0006470588235294117,0.6470588235294117,0.015,8
ER_classic,1000,0.0006705882352941176,0.6705882352941176,0.013,8
ER_classic,1000,0.0006941176470588235,0.6941176470588235,0.013,8
ER_classic,1000,0.0007176470588235293,0.7176470588235293,0.025,8
ER_classic,1000,0.0007411764705882352,0.7411764705882352,0.027,8
ER_classic,1000,0.0007647058823529411,0.7647058823529411,0.021,8
ER_classic,1000,0.000788235294117647,0.7882352941176469,0.052,8
ER_classic,1000,0.0008117647058823529,0.8117647058823528,0.035,8
ER_classic,1000,0.0008352941176470588,0.8352941176470587,0.035,8
ER_classic,1000,0.0008588235294117647,0.8588235294117648,0.103,8
ER_classic,1000,0.0008823529411764706,0.8823529411764706,0.048,8
ER_classic,1000,0.0009058823529411765,0.9058823529411765,0.036,8
ER_classic,1000,0.0009294117647058824,0.9294117647058824,0.026,8
ER_classic,1000,0.0009529411764705883,0.9529411764705883,0.119,8
ER_classic,1000,0.0009764705882352941,0.9764705882352941,0.247,8
ER_classic,1000,0.001,1.0,0.125,8
ER_classic,1000,0.001023529411764706,1.0235294117647058,0.057,8
ER_classic,1000,0.0010470588235294118,1.0470588235294118,0.056,8
ER_classic,1000,0.0010705882352941177,1.0705882352941176,0.227,8
ER_classic,1000,0.0010941176470588235,1.0941176470588234,0.326,8
ER_classic,1000,0.0011176470588235294,1.1176470588235294,0.118,8
ER_classic,1000,0.0011411764705882353,1.1411764705882352,0.152,8
ER_classic,1000,0.0011647058823529412,1.1647058823529413,0.174,8
ER_classic,1000,0.001188235294117647,1.188235294117647,0.257,8
ER_classic,1000,0.001211764705882353,1.2117647058823529,0.297,8
ER_classic,1000,0.0012352941176470588,1.2352941176470589,0.353,8
ER_classic,1000,0.0012588235294117647,1.2588235294117647,0.485,8
ER_classic,1000,0.0012823529411764706,1.2823529411764705,0.298,8
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.384,8
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.382,8
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.359,8
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.481,8
ER_classic,1000,0.0014,1.4,0.429,8
ER_classic,1000,0.0006,0.6,0.012,9
ER_classic,1000,0.0006235294117647058,0.6235294117647058,0.027,9
ER_classic,1000,0.0006470588235294117,0.6470588235294117,0.019,9
ER_classic,1000,0.0006705882352941176,0.6705882352941176,0.027,9
ER_classic,1000,0.0006941176470588235,0.6941176470588235,0.016,9
ER_classic,1000,0.0007176470588235293,0.7176470588235293,0.014,9
ER_classic,1000,0.0007411764705882352,0.7411764705882352,0.018,9
ER_classic,1000,0.0007647058823529411,0.7647058823529411,0.02,9
ER_classic,1000,0.000788235294117647,0.7882352941176469,0.02,9
ER_classic,1000,0.0008117647058823529,0.8117647058823528,0.04,9
ER_classic,1000,0.0008352941176470588,0.8352941176470587,0.049,9
ER_classic,1000,0.0008588235294117647,0.8588235294117648,0.047,9
ER_classic,1000,0.0008823529411764706,0.8823529411764706,0.051,9
ER_classic,1000,0.0009058823529411765,0.9058823529411765,0.08,9
ER_classic,1000,0.0009294117647058824,0.9294117647058824,0.04,9
ER_classic,1000,0.0009529411764705883,0.9529411764705883,0.053,9
ER_classic,1000,0.0009764705882352941,0.9764705882352941,0.063,9
ER_classic,1000,0.001,1.0,0.077,9
ER_classic,1000,0.001023529411764706,1.0235294117647058,0.097,9
ER_classic,1000,0.0010470588235294118,1.0470588235294118,0.154,9
ER_classic,1000,0.0010705882352941177,1.0705882352941176,0.065,9
ER_classic,1000,0.0010941176470588235,1.0941176470588234,0.128,9
ER_classic,1000,0.0011176470588235294,1.1176470588235294,0.214,9
ER_classic,1000,0.0011411764705882353,1.1411764705882352,0.263,9
ER_classic,1000,0.0011647058823529412,1.1647058823529413,0.45,9
ER_classic,1000,0.001188235294117647,1.188235294117647,0.226,9
ER_classic,1000,0.001211764705882353,1.2117647058823529,0.146,9
ER_classic,1000,0.0012352941176470588,1.2352941176470589,0.395,9
ER_classic,1000,0.0012588235294117647,1.2588235294117647,0.447,9
ER_classic,1000,0.0012823529411764706,1.2823529411764705,0.419,9
ER_classic,1000,0.0013058823529411765,1.3058823529411765,0.355,9
ER_classic,1000,0.0013294117647058823,1.3294117647058823,0.502,9
ER_classic,1000,0.0013529411764705882,1.352941176470588,0.312,9
ER_classic,1000,0.001376470588235294,1.3764705882352941,0.503,9
ER_classic,1000,0.0014,1.4,0.586,9
