model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,500,2,0.0008,0.4,0.00068937875751503,0.008,0.03488372093023256,86,1.5060240963855422,0
ER,500,2,0.0008823529411764706,0.4411764705882353,0.0009298597194388777,0.012,0.04310344827586207,116,1.936936936936937,0
ER,500,2,0.0009647058823529412,0.4823529411764706,0.0009779559118236474,0.018,0.06557377049180328,122,2.192982456140351,0
ER,500,2,0.0010470588235294118,0.5235294117647059,0.00105811623246493,0.018,0.06060606060606061,132,2.370967741935484,0
ER,500,2,0.0011294117647058825,0.5647058823529412,0.0011943887775551101,0.03,0.09395973154362416,149,2.674074074074074,0
ER,500,2,0.001211764705882353,0.6058823529411764,0.0011863727454909819,0.02,0.060810810810810814,148,2.884892086330935,0
ER,500,2,0.0012941176470588236,0.6470588235294118,0.0012264529058116232,0.028,0.08496732026143791,153,2.657142857142857,0
ER,500,2,0.001376470588235294,0.6882352941176471,0.001314629258517034,0.032,0.09146341463414634,164,3.1879194630872485,0
ER,500,2,0.0014588235294117648,0.7294117647058824,0.0015551102204408819,0.026,0.061855670103092786,194,4.054945054945055,0
ER,500,2,0.0015411764705882355,0.7705882352941177,0.0014028056112224449,0.056,0.15428571428571428,175,5.351351351351352,0
ER,500,2,0.001623529411764706,0.8117647058823529,0.0014909819639278557,0.04,0.10215053763440861,186,5.095808383233533,0
ER,500,2,0.0017058823529411764,0.8529411764705882,0.0017394789579158318,0.048,0.10599078341013825,217,4.206185567010309,0
ER,500,2,0.0017882352941176473,0.8941176470588237,0.001843687374749499,0.11,0.23478260869565218,230,14.181818181818182,0
ER,500,2,0.0018705882352941178,0.9352941176470588,0.00206813627254509,0.078,0.14728682170542637,258,8.536363636363637,0
ER,500,2,0.0019529411764705883,0.9764705882352941,0.001939879759519038,0.086,0.17355371900826447,242,12.21,0
ER,500,2,0.0020352941176470588,1.0176470588235293,0.0017715430861723446,0.044,0.09502262443438914,221,6.18,0
ER,500,2,0.0021176470588235297,1.0588235294117647,0.0023246492985971945,0.236,0.41724137931034483,290,20.75147928994083,0
ER,500,2,0.0022,1.1,0.0022605210420841683,0.266,0.46808510638297873,282,6.16,0
ER,500,2,0.0022823529411764706,1.1411764705882352,0.0026372745490981964,0.428,0.668693009118541,329,5.477064220183486,0
ER,500,2,0.0023647058823529415,1.1823529411764708,0.0026933867735470943,0.46,0.7113095238095238,336,6.670103092783505,0
ER,500,2,0.002447058823529412,1.223529411764706,0.0026052104208416833,0.47,0.7476923076923077,325,2.902439024390244,0
ER,500,2,0.0025294117647058825,1.2647058823529411,0.002444889779559118,0.27,0.4459016393442623,305,6.06508875739645,0
ER,500,2,0.002611764705882353,1.3058823529411765,0.0027254509018036074,0.452,0.6764705882352942,340,6.327272727272727,0
