model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,1000,3,0.00894427190999916,0.4,0.009061061061061061,0.005,0.02830188679245283,106,1.174757281553398,0
ER,1000,3,0.009865005783087308,0.44117647058823534,0.009825825825825826,0.005,0.017964071856287425,167,1.3048780487804879,0
ER,1000,3,0.010785739656175457,0.4823529411764706,0.010694694694694695,0.007,0.024271844660194174,206,1.4477611940298507,0
ER,1000,3,0.011706473529263605,0.5235294117647059,0.011793793793793793,0.006,0.016,250,1.4796747967479675,0
ER,1000,3,0.012627207402351754,0.5647058823529412,0.012744744744744746,0.012,0.025974025974025976,385,1.6826666666666668,0
ER,1000,3,0.013547941275439904,0.6058823529411765,0.013445445445445445,0.007,0.012048192771084338,415,1.6682926829268292,0
ER,1000,3,0.014468675148528051,0.6470588235294118,0.014466466466466467,0.01,0.01616161616161616,495,1.8295687885010268,0
ER,1000,3,0.015389409021616202,0.6882352941176472,0.015533533533533534,0.011,0.014729950900163666,611,2.026578073089701,0
ER,1000,3,0.01631014289470435,0.7294117647058823,0.01648048048048048,0.02,0.023529411764705882,765,2.7242302543507364,0
ER,1000,3,0.0172308767677925,0.7705882352941177,0.01693093093093093,0.016,0.018158236057068743,771,2.8837516512549537,0
ER,1000,3,0.018151610640880646,0.8117647058823529,0.018316316316316316,0.019,0.017543859649122806,1026,3.0992063492063493,0
ER,1000,3,0.019072344513968796,0.8529411764705883,0.019345345345345346,0.025,0.01991701244813278,1205,4.712108382726503,0
ER,1000,3,0.019993078387056946,0.8941176470588237,0.020006006006006005,0.027,0.019402985074626865,1340,4.879756468797565,0
ER,1000,3,0.020913812260145093,0.9352941176470588,0.02083883883883884,0.033,0.023731048121292023,1517,5.893990546927752,0
ER,1000,3,0.02183454613323324,0.9764705882352941,0.021867867867867867,0.067,0.03819444444444445,1728,6.670276774969916,0
ER,1000,3,0.02275528000632139,1.0176470588235296,0.022484484484484483,0.158,0.09081419624217119,1916,18.24569460390356,0
ER,1000,3,0.02367601387940954,1.058823529411765,0.023795795795795795,0.158,0.07847636530518587,2179,16.823705179282868,0
ER,1000,3,0.024596747752497688,1.1,0.024934934934934934,0.507,0.27216653816499614,2594,21.324152542372882,0
ER,1000,3,0.025517481625585838,1.1411764705882355,0.02546946946946947,0.721,0.44592592592592595,2700,6.67379679144385,0
ER,1000,3,0.026438215498673985,1.1823529411764706,0.026552552552552552,0.876,0.5938402309913379,3117,5.259083728278041,0
ER,1000,3,0.027358949371762135,1.223529411764706,0.02738138138138138,0.893,0.6336318982952904,3461,5.1230283911671926,0
ER,1000,3,0.028279683244850282,1.2647058823529411,0.028336336336336337,0.951,0.7116154873164219,3745,7.683333333333334,0
ER,1000,3,0.029200417117938433,1.3058823529411765,0.029265265265265267,0.973,0.7872648335745297,4146,4.6439909297052155,0
ER,1000,3,0.03012115099102658,1.3470588235294119,0.030186186186186185,0.983,0.8306203255609327,4546,2.633766233766234,0
ER,1000,3,0.03104188486411473,1.3882352941176472,0.03116916916916917,0.998,0.8753817959682346,4911,2.7973856209150325,0
ER,1000,3,0.03196261873720288,1.4294117647058826,0.031615615615615614,0.996,0.8755813953488372,5160,3.529595015576324,0
ER,1000,3,0.03288335261029103,1.470588235294118,0.032916916916916915,0.997,0.9235509660226515,6004,2.176470588235294,0
ER,1000,3,0.033804086483379174,1.511764705882353,0.03384784784784785,0.998,0.9258564054434538,6393,2.0084388185654007,0
ER,1000,3,0.034724820356467324,1.5529411764705883,0.03485085085085085,1.0,0.9494292732264124,6921,1.8628571428571428,0
ER,1000,3,0.03564555422955547,1.5941176470588234,0.035179179179179176,1.0,0.9578976718248989,7173,1.6754966887417218,0
ER,1000,3,0.03656628810264362,1.6352941176470588,0.03684884884884885,0.999,0.9717872086072923,8365,1.5423728813559323,0
ER,1000,3,0.03748702197573177,1.6764705882352942,0.03783383383383383,1.0,0.976112676056338,8875,1.8018867924528301,0
ER,1000,3,0.03840775584881992,1.7176470588235295,0.03841641641641642,1.0,0.9819867832018759,9382,1.3076923076923077,0
