model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,500,3,0.012649110640673518,0.4,0.012513026052104208,0.01,0.06521739130434782,46,1.0,0
ER,500,3,0.013951224971331085,0.44117647058823534,0.014316633266533067,0.01,0.05263157894736842,57,1.2962962962962963,0
ER,500,3,0.015253339301988654,0.48235294117647065,0.01471743486973948,0.01,0.05,60,1.105263157894737,0
ER,500,3,0.01655545363264622,0.5235294117647059,0.016633266533066134,0.016,0.0625,96,1.3555555555555556,0
ER,500,3,0.01785756796330379,0.5647058823529412,0.017226452905811623,0.012,0.03333333333333333,120,1.3620689655172413,0
ER,500,3,0.019159682293961356,0.6058823529411764,0.01834869739478958,0.018,0.04516129032258064,155,1.8243243243243243,0
ER,500,3,0.020461796624618923,0.6470588235294118,0.020256513026052105,0.022,0.05202312138728324,173,1.7682926829268293,0
ER,500,3,0.021763910955276494,0.6882352941176472,0.022100200400801604,0.038,0.07003891050583658,257,2.715481171548117,0
ER,500,3,0.023066025285934058,0.7294117647058823,0.023470941883767533,0.018,0.030534351145038167,262,2.1653543307086616,0
ER,500,3,0.02436813961659163,0.7705882352941177,0.02404809619238477,0.042,0.06333333333333334,300,3.889679715302491,0
ER,500,3,0.025670253947249193,0.8117647058823528,0.025763527054108216,0.02,0.02168021680216802,369,2.5401662049861495,0
ER,500,3,0.026972368277906764,0.8529411764705882,0.02716633266533066,0.046,0.04838709677419355,434,4.181598062953995,0
ER,500,3,0.028274482608564334,0.8941176470588237,0.027775551102204407,0.06,0.06318082788671024,459,4.032558139534884,0
ER,500,3,0.0295765969392219,0.9352941176470588,0.029939879759519037,0.052,0.046065259117082535,521,4.52112676056338,0
ER,500,3,0.03087871126987947,0.9764705882352942,0.03079759519038076,0.052,0.04786324786324787,585,5.991023339317774,0
ER,500,3,0.03218082560053703,1.0176470588235293,0.03190380761523046,0.056,0.041666666666666664,672,5.627329192546584,0
ER,500,3,0.033482939931194604,1.0588235294117647,0.033434869739478956,0.38,0.30115830115830117,777,6.219152854511971,0
ER,500,3,0.03478505426185217,1.0999999999999999,0.035422845691382765,0.412,0.2748603351955307,895,17.955315870570107,0
ER,500,3,0.03608716859250974,1.1411764705882352,0.036216432865731465,0.602,0.43743641912512715,983,12.432188065099458,0
ER,500,3,0.0373892829231673,1.1823529411764704,0.0381002004008016,0.76,0.5549872122762148,1173,5.505747126436781,0
ER,500,3,0.03869139725382487,1.2235294117647058,0.03914228456913828,0.878,0.6934835076427996,1243,4.139107611548557,0
ER,500,3,0.039993511584482444,1.2647058823529413,0.041210420841683366,0.958,0.8127463863337714,1522,5.617543859649123,0
ER,500,3,0.04129562591514001,1.3058823529411765,0.04160320641282565,0.94,0.7754432042022325,1523,5.4035087719298245,0
ER,500,3,0.04259774024579758,1.3470588235294119,0.04168336673346693,0.92,0.7049408489909533,1437,5.443396226415095,0
ER,500,3,0.04389985457645515,1.3882352941176472,0.0444248496993988,0.984,0.8954817637452368,1837,1.9166666666666667,0
ER,500,3,0.04520196890711271,1.4294117647058824,0.04513026052104208,0.986,0.8598081023454158,1876,3.365019011406844,0
ER,500,3,0.046504083237770284,1.4705882352941178,0.04638076152304609,0.992,0.9123563218390804,2088,3.448087431693989,0
ER,500,3,0.04780619756842785,1.511764705882353,0.04762324649298597,0.994,0.914941494149415,2222,2.195767195767196,0
ER,500,3,0.04910831189908542,1.5529411764705883,0.049218436873747495,0.998,0.9473902236951118,2414,1.7401574803149606,0
ER,500,3,0.05041042622974298,1.5941176470588234,0.05154308617234469,0.996,0.9650547123190963,2833,1.6868686868686869,0
ER,500,3,0.051712540560400554,1.6352941176470588,0.051927855711422846,1.0,0.9740173217854764,3002,1.8461538461538463,0
ER,500,3,0.05301465489105812,1.676470588235294,0.052889779559118236,0.996,0.97664,3125,1.4109589041095891,0
ER,500,3,0.05431676922171569,1.7176470588235293,0.05478156312625251,1.0,0.9799301919720768,3438,1.463768115942029,0
ER,500,3,0.05561888355237326,1.758823529411765,0.056048096192384766,1.0,0.9850586979722519,3748,1.8928571428571428,0
ER,500,3,0.05692099788303082,1.8,0.056,1.0,0.9869298479594558,3749,1.3673469387755102,0
ER,500,3,0.012649110640673518,0.4,0.012745490981963929,0.014,0.1282051282051282,39,1.0588235294117647,1
ER,500,3,0.013951224971331085,0.44117647058823534,0.014180360721442886,0.01,0.05454545454545454,55,1.1538461538461537,1
ER,500,3,0.015253339301988654,0.48235294117647065,0.01535871743486974,0.01,0.04225352112676056,71,1.1764705882352942,1
ER,500,3,0.01655545363264622,0.5235294117647059,0.01627254509018036,0.008,0.043010752688172046,93,1.5617977528089888,1
ER,500,3,0.01785756796330379,0.5647058823529412,0.01756312625250501,0.01,0.0379746835443038,79,1.3157894736842106,1
ER,500,3,0.019159682293961356,0.6058823529411764,0.019438877755511022,0.026,0.07142857142857142,154,1.7832167832167831,1
ER,500,3,0.020461796624618923,0.6470588235294118,0.019919839679358717,0.018,0.04294478527607362,163,2.051282051282051,1
ER,500,3,0.021763910955276494,0.6882352941176472,0.021354709418837676,0.016,0.026785714285714284,224,2.0825688073394497,1
ER,500,3,0.023066025285934058,0.7294117647058823,0.024072144288577155,0.028,0.04040404040404041,297,2.0807017543859647,1
ER,500,3,0.02436813961659163,0.7705882352941177,0.02492184368737475,0.044,0.06451612903225806,310,2.6344827586206896,1
ER,500,3,0.025670253947249193,0.8117647058823528,0.025915831663326654,0.046,0.057692307692307696,364,3.361516034985423,1
ER,500,3,0.026972368277906764,0.8529411764705882,0.02712625250501002,0.034,0.041666666666666664,384,3.5869565217391304,1
ER,500,3,0.028274482608564334,0.8941176470588237,0.029002004008016034,0.044,0.041015625,512,5.114052953156823,1
ER,500,3,0.0295765969392219,0.9352941176470588,0.02827254509018036,0.098,0.09659090909090909,528,6.236897274633123,1
ER,500,3,0.03087871126987947,0.9764705882352942,0.031390781563126254,0.162,0.1263318112633181,657,8.72822299651568,1
ER,500,3,0.03218082560053703,1.0176470588235293,0.03236072144288577,0.088,0.06312769010043041,697,6.950995405819295,1
ER,500,3,0.033482939931194604,1.0588235294117647,0.033306613226452904,0.184,0.13655172413793104,725,10.78594249201278,1
ER,500,3,0.03478505426185217,1.0999999999999999,0.03450100200400802,0.396,0.28825622775800713,843,16.22,1
ER,500,3,0.03608716859250974,1.1411764705882352,0.03524649298597195,0.222,0.13963963963963963,888,14.37696335078534,1
ER,500,3,0.0373892829231673,1.1823529411764704,0.0367374749498998,0.326,0.18099089989888775,989,43.67654320987654,1
ER,500,3,0.03869139725382487,1.2235294117647058,0.038509018036072144,0.708,0.4962089300758214,1187,6.1003344481605355,1
ER,500,3,0.039993511584482444,1.2647058823529413,0.03921442885771543,0.884,0.7468553459119497,1272,2.8509316770186337,1
ER,500,3,0.04129562591514001,1.3058823529411765,0.04149098196392786,0.904,0.7512161223071577,1439,3.2849162011173183,1
ER,500,3,0.04259774024579758,1.3470588235294119,0.042741482965931867,0.952,0.7983970406905055,1622,4.058103975535168,1
ER,500,3,0.04389985457645515,1.3882352941176472,0.04325450901803607,0.98,0.8686217008797654,1705,2.267857142857143,1
ER,500,3,0.04520196890711271,1.4294117647058824,0.04560320641282565,0.988,0.8974229408792319,1979,2.8817733990147785,1
ER,500,3,0.046504083237770284,1.4705882352941178,0.04654108216432866,0.996,0.9318840579710145,2070,2.0638297872340425,1
ER,500,3,0.04780619756842785,1.511764705882353,0.04818436873747495,0.996,0.9224910394265233,2232,2.1098265895953756,1
ER,500,3,0.04910831189908542,1.5529411764705883,0.04943486973947896,0.994,0.9436893203883495,2575,2.1310344827586207,1
ER,500,3,0.05041042622974298,1.5941176470588234,0.050549098196392785,0.996,0.9460803059273423,2615,1.9787234042553192,1
ER,500,3,0.051712540560400554,1.6352941176470588,0.05206412825651303,0.996,0.9751362397820164,2936,1.3013698630136987,1
ER,500,3,0.05301465489105812,1.676470588235294,0.05298597194388777,0.998,0.9689745264532985,3062,1.4842105263157894,1
ER,500,3,0.05431676922171569,1.7176470588235293,0.054140280561122245,1.0,0.9755052051439069,3266,1.825,1
ER,500,3,0.05561888355237326,1.758823529411765,0.056488977955911825,1.0,0.981023102310231,3636,1.4927536231884058,1
ER,500,3,0.05692099788303082,1.8,0.0571062124248497,1.0,0.9872826369063068,3853,1.2857142857142858,1
ER,500,3,0.012649110640673518,0.4,0.01250501002004008,0.008,0.05,40,1.105263157894737,2
