model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,1000,2,0.0004,0.4,0.0003823823823823824,0.007,0.031413612565445025,191,1.8,0
ER,1000,2,0.0004411764705882353,0.4411764705882353,0.00044244244244244247,0.013,0.05429864253393665,221,2.186602870813397,0
ER,1000,2,0.0004823529411764706,0.4823529411764706,0.0004924924924924925,0.008,0.028455284552845527,246,2.2468619246861925,0
ER,1000,2,0.0005235294117647059,0.5235294117647059,0.0005065065065065065,0.008,0.02766798418972332,253,2.2601626016260163,0
ER,1000,2,0.0005647058823529412,0.5647058823529412,0.0005305305305305305,0.013,0.045283018867924525,265,2.4466403162055337,0
ER,1000,2,0.0006058823529411765,0.6058823529411764,0.0005885885885885886,0.011,0.034013605442176874,294,2.732394366197183,0
ER,1000,2,0.0006470588235294118,0.6470588235294118,0.0007087087087087087,0.014,0.03672316384180791,354,3.9501466275659824,0
ER,1000,2,0.000688235294117647,0.6882352941176471,0.0007087087087087087,0.013,0.03389830508474576,354,3.625730994152047,0
ER,1000,2,0.0007294117647058824,0.7294117647058824,0.0007927927927927927,0.048,0.11868686868686869,396,6.128939828080229,0
ER,1000,2,0.0007705882352941177,0.7705882352941177,0.0007467467467467467,0.022,0.05630026809651475,373,4.761363636363637,0
ER,1000,2,0.000811764705882353,0.8117647058823529,0.0007507507507507507,0.016,0.04,375,4.266666666666667,0
ER,1000,2,0.0008529411764705882,0.8529411764705882,0.0008368368368368368,0.019,0.0430622009569378,418,5.16,0
ER,1000,2,0.0008941176470588237,0.8941176470588237,0.0009029029029029029,0.096,0.2106430155210643,451,5.191011235955056,0
ER,1000,2,0.0009352941176470589,0.9352941176470588,0.0009289289289289289,0.023,0.04741379310344827,464,6.316742081447964,0
ER,1000,2,0.0009764705882352941,0.9764705882352941,0.000958958958958959,0.046,0.09603340292275574,479,13.628175519630485,0
ER,1000,2,0.0010176470588235294,1.0176470588235293,0.0009689689689689689,0.045,0.09090909090909091,484,8.00909090909091,0
ER,1000,2,0.0010588235294117648,1.0588235294117647,0.0011111111111111111,0.187,0.3387387387387387,555,10.814713896457766,0
ER,1000,2,0.0011,1.1,0.001075075075075075,0.081,0.148975791433892,537,12.851203501094092,0
ER,1000,2,0.0011411764705882353,1.1411764705882352,0.0012032032032032033,0.304,0.5124792013311148,601,10.085324232081911,0
ER,1000,2,0.0011823529411764708,1.1823529411764708,0.001173173173173173,0.207,0.35494880546075086,586,26.645502645502646,0
ER,1000,2,0.001223529411764706,1.223529411764706,0.0012392392392392391,0.196,0.3198707592891761,619,25.418052256532068,0
ER,1000,2,0.0012647058823529412,1.2647058823529411,0.0012772772772772774,0.39,0.6410658307210031,638,5.314410480349345,0
ER,1000,2,0.0013058823529411765,1.3058823529411765,0.0013093093093093093,0.439,0.6834862385321101,654,3.8115942028985508,0
ER,1000,2,0.001347058823529412,1.3470588235294119,0.0014414414414414415,0.506,0.7375,720,16.48148148148148,0
ER,1000,2,0.0013882352941176472,1.3882352941176472,0.0013453453453453454,0.458,0.7008928571428571,672,3.7064676616915424,0
ER,1000,2,0.0014294117647058824,1.4294117647058824,0.0013953953953953955,0.489,0.7216642754662841,697,5.216494845360825,0
ER,1000,2,0.0014705882352941176,1.4705882352941175,0.0014874874874874875,0.579,0.8209959623149394,743,3.7669172932330826,0
ER,1000,2,0.001511764705882353,1.5117647058823531,0.0015655655655655656,0.637,0.8976982097186701,782,2.35,0
ER,1000,2,0.0015529411764705883,1.5529411764705883,0.0015675675675675676,0.63,0.855683269476373,783,3.265486725663717,0
ER,1000,2,0.0015941176470588236,1.5941176470588234,0.0015295295295295296,0.586,0.831151832460733,764,3.992248062015504,0
ER,1000,2,0.0016352941176470588,1.6352941176470588,0.0016656656656656656,0.674,0.8798076923076923,832,3.26,0
