model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,500,4,0.03494321858945196,0.4,0.03479759519038076,0.008,0.2,5,1.0,0
ER,500,4,0.03854031462071907,0.44117647058823534,0.038420841683366735,0.01,0.35714285714285715,14,1.2222222222222223,0
ER,500,4,0.04213741065198619,0.48235294117647065,0.0411062124248497,0.008,0.25,4,1.0,0
ER,500,4,0.045734506683253295,0.5235294117647059,0.046565130260521045,0.01,0.11764705882352941,17,1.1333333333333333,0
ER,500,4,0.04933160271452041,0.5647058823529412,0.04824048096192385,0.012,0.08108108108108109,37,1.2352941176470589,0
ER,500,4,0.052928698745787525,0.6058823529411765,0.051799599198396794,0.01,0.05405405405405406,37,1.0571428571428572,0
ER,500,4,0.05652579477705464,0.6470588235294118,0.05615230460921844,0.014,0.06451612903225806,62,1.2413793103448276,0
ER,500,4,0.060122890808321755,0.6882352941176471,0.060080160320641285,0.016,0.048,125,1.5210084033613445,0
ER,500,4,0.06371998683958886,0.7294117647058823,0.06484969939879759,0.02,0.034482758620689655,203,1.7040816326530612,0
ER,500,4,0.06731708287085597,0.7705882352941176,0.06698997995991984,0.028,0.06060606060606061,264,1.814516129032258,0
ER,500,4,0.07091417890212309,0.8117647058823529,0.07134268537074148,0.024,0.038348082595870206,339,1.9141104294478528,0
ER,500,4,0.07451127493339021,0.8529411764705883,0.07447695390781563,0.036,0.044009779951100246,409,2.4475703324808182,0
ER,500,4,0.07810837096465732,0.8941176470588236,0.07764328657314629,0.036,0.03415559772296015,527,2.799607072691552,0
ER,500,4,0.08170546699592443,0.9352941176470588,0.08278957915831664,0.042,0.024096385542168676,830,3.708641975308642,0
ER,500,4,0.08530256302719155,0.9764705882352942,0.08613226452905812,0.082,0.038461538461538464,1040,4.906,0
ER,500,4,0.08889965905845866,1.0176470588235293,0.09006012024048096,0.106,0.04964539007092199,1269,7.077943615257048,0
