model,N,p,p_over_pc,S,replicate
ER_classic,500,0.002564705882352941,1.2823529411764705,0.484,5
ER_classic,500,0.002611764705882353,1.3058823529411765,0.434,5
ER_classic,500,0.0026588235294117647,1.3294117647058823,0.598,5
ER_classic,500,0.0027058823529411765,1.352941176470588,0.432,5
ER_classic,500,0.002752941176470588,1.3764705882352941,0.538,5
ER_classic,500,0.0028,1.4,0.514,5
ER_classic,500,0.0012,0.6,0.016,6
ER_classic,500,0.0012470588235294117,0.6235294117647058,0.022,6
ER_classic,500,0.0012941176470588234,0.6470588235294117,0.02,6
ER_classic,500,0.0013411764705882352,0.6705882352941176,0.038,6
ER_classic,500,0.001388235294117647,0.6941176470588235,0.082,6
ER_classic,500,0.0014352941176470587,0.7176470588235293,0.046,6
ER_classic,500,0.0014823529411764705,0.7411764705882352,0.026,6
ER_classic,500,0.0015294117647058822,0.7647058823529411,0.08,6
ER_classic,500,0.001576470588235294,0.7882352941176469,0.03,6
ER_classic,500,0.0016235294117647057,0.8117647058823528,0.034,6
ER_classic,500,0.0016705882352941175,0.8352941176470587,0.036,6
ER_classic,500,0.0017176470588235295,0.8588235294117648,0.11,6
ER_classic,500,0.0017647058823529412,0.8823529411764706,0.044,6
ER_classic,500,0.001811764705882353,0.9058823529411765,0.048,6
ER_classic,500,0.0018588235294117648,0.9294117647058824,0.06,6
ER_classic,500,0.0019058823529411765,0.9529411764705883,0.082,6
ER_classic,500,0.0019529411764705883,0.9764705882352941,0.092,6
ER_classic,500,0.002,1.0,0.134,6
ER_classic,500,0.002047058823529412,1.0235294117647058,0.062,6
ER_classic,500,0.0020941176470588236,1.0470588235294118,0.17,6
ER_classic,500,0.0021411764705882353,1.0705882352941176,0.068,6
ER_classic,500,0.002188235294117647,1.0941176470588234,0.07,6
ER_classic,500,0.002235294117647059,1.1176470588235294,0.382,6
ER_classic,500,0.0022823529411764706,1.1411764705882352,0.264,6
ER_classic,500,0.0023294117647058824,1.1647058823529413,0.318,6
ER_classic,500,0.002376470588235294,1.188235294117647,0.194,6
ER_classic,500,0.002423529411764706,1.2117647058823529,0.352,6
ER_classic,500,0.0024705882352941176,1.2352941176470589,0.404,6
ER_classic,500,0.0025176470588235294,1.2588235294117647,0.438,6
ER_classic,500,0.002564705882352941,1.2823529411764705,0.446,6
ER_classic,500,0.002611764705882353,1.3058823529411765,0.462,6
ER_classic,500,0.0026588235294117647,1.3294117647058823,0.374,6
ER_classic,500,0.0027058823529411765,1.352941176470588,0.478,6
ER_classic,500,0.002752941176470588,1.3764705882352941,0.516,6
ER_classic,500,0.0028,1.4,0.456,6
ER_classic,500,0.0012,0.6,0.038,7
ER_classic,500,0.0012470588235294117,0.6235294117647058,0.024,7
ER_classic,500,0.0012941176470588234,0.6470588235294117,0.016,7
ER_classic,500,0.0013411764705882352,0.6705882352941176,0.022,7
ER_classic,500,0.001388235294117647,0.6941176470588235,0.044,7
ER_classic,500,0.0014352941176470587,0.7176470588235293,0.044,7
ER_classic,500,0.0014823529411764705,0.7411764705882352,0.038,7
ER_classic,500,0.0015294117647058822,0.7647058823529411,0.098,7
ER_classic,500,0.001576470588235294,0.7882352941176469,0.038,7
ER_classic,500,0.0016235294117647057,0.8117647058823528,0.068,7
ER_classic,500,0.0016705882352941175,0.8352941176470587,0.09,7
ER_classic,500,0.0017176470588235295,0.8588235294117648,0.138,7
ER_classic,500,0.0017647058823529412,0.8823529411764706,0.074,7
ER_classic,500,0.001811764705882353,0.9058823529411765,0.102,7
ER_classic,500,0.0018588235294117648,0.9294117647058824,0.108,7
ER_classic,500,0.0019058823529411765,0.9529411764705883,0.214,7
ER_classic,500,0.0019529411764705883,0.9764705882352941,0.058,7
ER_classic,500,0.002,1.0,0.25,7
ER_classic,500,0.002047058823529412,1.0235294117647058,0.06,7
ER_classic,500,0.0020941176470588236,1.0470588235294118,0.218,7
ER_classic,500,0.0021411764705882353,1.0705882352941176,0.124,7
ER_classic,500,0.002188235294117647,1.0941176470588234,0.176,7
ER_classic,500,0.002235294117647059,1.1176470588235294,0.282,7
ER_classic,500,0.0022823529411764706,1.1411764705882352,0.168,7
ER_classic,500,0.0023294117647058824,1.1647058823529413,0.138,7
ER_classic,500,0.002376470588235294,1.188235294117647,0.346,7
ER_classic,500,0.002423529411764706,1.2117647058823529,0.326,7
ER_classic,500,0.0024705882352941176,1.2352941176470589,0.362,7
ER_classic,500,0.0025176470588235294,1.2588235294117647,0.208,7
ER_classic,500,0.002564705882352941,1.2823529411764705,0.502,7
ER_classic,500,0.002611764705882353,1.3058823529411765,0.436,7
ER_classic,500,0.0026588235294117647,1.3294117647058823,0.398,7
ER_classic,500,0.0027058823529411765,1.352941176470588,0.512,7
ER_classic,500,0.002752941176470588,1.3764705882352941,0.54,7
ER_classic,500,0.0028,1.4,0.468,7
ER_classic,500,0.0012,0.6,0.022,8
ER_classic,500,0.0012470588235294117,0.6235294117647058,0.03,8
ER_classic,500,0.0012941176470588234,0.6470588235294117,0.042,8
ER_classic,500,0.0013411764705882352,0.6705882352941176,0.026,8
ER_classic,500,0.001388235294117647,0.6941176470588235,0.02,8
ER_classic,500,0.0014352941176470587,0.7176470588235293,0.038,8
ER_classic,500,0.0014823529411764705,0.7411764705882352,0.044,8
ER_classic,500,0.0015294117647058822,0.7647058823529411,0.042,8
ER_classic,500,0.001576470588235294,0.7882352941176469,0.052,8
ER_classic,500,0.0016235294117647057,0.8117647058823528,0.046,8
ER_classic,500,0.0016705882352941175,0.8352941176470587,0.088,8
ER_classic,500,0.0017176470588235295,0.8588235294117648,0.082,8
ER_classic,500,0.0017647058823529412,0.8823529411764706,0.096,8
ER_classic,500,0.001811764705882353,0.9058823529411765,0.11,8
ER_classic,500,0.0018588235294117648,0.9294117647058824,0.142,8
ER_classic,500,0.0019058823529411765,0.9529411764705883,0.116,8
ER_classic,500,0.0019529411764705883,0.9764705882352941,0.034,8
ER_classic,500,0.002,1.0,0.144,8
ER_classic,500,0.002047058823529412,1.0235294117647058,0.186,8
ER_classic,500,0.0020941176470588236,1.0470588235294118,0.082,8
ER_classic,500,0.0021411764705882353,1.0705882352941176,0.07,8
ER_classic,500,0.002188235294117647,1.0941176470588234,0.074,8
ER_classic,500,0.002235294117647059,1.1176470588235294,0.084,8
ER_classic,500,0.0022823529411764706,1.1411764705882352,0.236,8
ER_classic,500,0.0023294117647058824,1.1647058823529413,0.274,8
ER_classic,500,0.002376470588235294,1.188235294117647,0.328,8
ER_classic,500,0.002423529411764706,1.2117647058823529,0.246,8
ER_classic,500,0.0024705882352941176,1.2352941176470589,0.354,8
ER_classic,500,0.0025176470588235294,1.2588235294117647,0.49,8
ER_classic,500,0.002564705882352941,1.2823529411764705,0.204,8
ER_classic,500,0.002611764705882353,1.3058823529411765,0.416,8
ER_classic,500,0.0026588235294117647,1.3294117647058823,0.44,8
ER_classic,500,0.0027058823529411765,1.352941176470588,0.436,8
ER_classic,500,0.002752941176470588,1.3764705882352941,0.42,8
ER_classic,500,0.0028,1.4,0.524,8
ER_classic,500,0.0012,0.6,0.018,9
ER_classic,500,0.0012470588235294117,0.6235294117647058,0.024,9
ER_classic,500,0.0012941176470588234,0.6470588235294117,0.03,9
ER_classic,500,0.0013411764705882352,0.6705882352941176,0.028,9
ER_classic,500,0.001388235294117647,0.6941176470588235,0.016,9
ER_classic,500,0.0014352941176470587,0.7176470588235293,0.018,9
ER_classic,500,0.0014823529411764705,0.7411764705882352,0.028,9
ER_classic,500,0.0015294117647058822,0.7647058823529411,0.044,9
ER_classic,500,0.001576470588235294,0.7882352941176469,0.058,9
ER_classic,500,0.0016235294117647057,0.8117647058823528,0.06,9
ER_classic,500,0.0016705882352941175,0.8352941176470587,0.172,9
ER_classic,500,0.0017176470588235295,0.8588235294117648,0.082,9
ER_classic,500,0.0017647058823529412,0.8823529411764706,0.04,9
ER_classic,500,0.001811764705882353,0.9058823529411765,0.154,9
ER_classic,500,0.0018588235294117648,0.9294117647058824,0.054,9
ER_classic,500,0.0019058823529411765,0.9529411764705883,0.056,9
ER_classic,500,0.0019529411764705883,0.9764705882352941,0.088,9
ER_classic,500,0.002,1.0,0.096,9
ER_classic,500,0.002047058823529412,1.0235294117647058,0.056,9
ER_classic,500,0.0020941176470588236,1.0470588235294118,0.264,9
ER_classic,500,0.0021411764705882353,1.0705882352941176,0.112,9
ER_classic,500,0.002188235294117647,1.0941176470588234,0.118,9
ER_classic,500,0.002235294117647059,1.1176470588235294,0.24,9
ER_classic,500,0.0022823529411764706,1.1411764705882352,0.25,9
ER_classic,500,0.0023294117647058824,1.1647058823529413,0.258,9
ER_classic,500,0.002376470588235294,1.188235294117647,0.24,9
ER_classic,500,0.002423529411764706,1.2117647058823529,0.1,9
ER_classic,500,0.0024705882352941176,1.2352941176470589,0.35,9
ER_classic,500,0.0025176470588235294,1.2588235294117647,0.48,9
ER_classic,500,0.002564705882352941,1.2823529411764705,0.336,9
ER_classic,500,0.002611764705882353,1.3058823529411765,0.45,9
ER_classic,500,0.0026588235294117647,1.3294117647058823,0.492,9
ER_classic,500,0.0027058823529411765,1.352941176470588,0.46,9
ER_classic,500,0.002752941176470588,1.3764705882352941,0.392,9
ER_classic,500,0.0028,1.4,0.514,9
