model,N,p,p_over_pc,S,replicate
ER_classic,100,0.006,0.6,0.06,0
ER_classic,100,0.0062352941176470585,0.6235294117647059,0.06,0
ER_classic,100,0.006470588235294118,0.6470588235294118,0.09,0
ER_classic,100,0.006705882352941176,0.6705882352941176,0.07,0
ER_classic,100,0.006941176470588235,0.6941176470588235,0.09,0
ER_classic,100,0.007176470588235294,0.7176470588235293,0.05,0
ER_classic,100,0.007411764705882353,0.7411764705882353,0.1,0
ER_classic,100,0.007647058823529411,0.7647058823529411,0.07,0
ER_classic,100,0.00788235294117647,0.788235294117647,0.06,0
ER_classic,100,0.008117647058823528,0.8117647058823528,0.22,0
ER_classic,100,0.008352941176470587,0.8352941176470587,0.06,0
ER_classic,100,0.008588235294117647,0.8588235294117647,0.13,0
ER_classic,100,0.008823529411764706,0.8823529411764706,0.15,0
ER_classic,100,0.009058823529411765,0.9058823529411765,0.13,0
ER_classic,100,0.009294117647058822,0.9294117647058823,0.1,0
ER_classic,100,0.009529411764705882,0.9529411764705882,0.06,0
ER_classic,100,0.009764705882352941,0.9764705882352941,0.08,0
ER_classic,100,0.009999999999999998,0.9999999999999998,0.17,0
ER_classic,100,0.010235294117647058,1.0235294117647058,0.08,0
ER_classic,100,0.010470588235294117,1.0470588235294116,0.35,0
ER_classic,100,0.010705882352941176,1.0705882352941176,0.31,0
ER_classic,100,0.010941176470588235,1.0941176470588234,0.48,0
ER_classic,100,0.011176470588235293,1.1176470588235292,0.17,0
ER_classic,100,0.011411764705882352,1.1411764705882352,0.15,0
ER_classic,100,0.01164705882352941,1.164705882352941,0.12,0
ER_classic,100,0.011882352941176469,1.1882352941176468,0.3,0
ER_classic,100,0.012117647058823528,1.2117647058823529,0.32,0
ER_classic,100,0.012352941176470587,1.2352941176470587,0.08,0
ER_classic,100,0.012588235294117647,1.2588235294117647,0.22,0
ER_classic,100,0.012823529411764706,1.2823529411764705,0.53,0
ER_classic,100,0.013058823529411763,1.3058823529411763,0.3,0
ER_classic,100,0.013294117647058823,1.3294117647058823,0.44,0
ER_classic,100,0.01352941176470588,1.3529411764705879,0.42,0
ER_classic,100,0.01376470588235294,1.376470588235294,0.44,0
ER_classic,100,0.013999999999999999,1.4,0.39,0
ER_classic,100,0.006,0.6,0.04,1
ER_classic,100,0.0062352941176470585,0.6235294117647059,0.06,1
ER_classic,100,0.006470588235294118,0.6470588235294118,0.07,1
ER_classic,100,0.006705882352941176,0.6705882352941176,0.05,1
ER_classic,100,0.006941176470588235,0.6941176470588235,0.07,1
ER_classic,100,0.007176470588235294,0.7176470588235293,0.09,1
ER_classic,100,0.007411764705882353,0.7411764705882353,0.32,1
ER_classic,100,0.007647058823529411,0.7647058823529411,0.08,1
ER_classic,100,0.00788235294117647,0.788235294117647,0.07,1
ER_classic,100,0.008117647058823528,0.8117647058823528,0.06,1
ER_classic,100,0.008352941176470587,0.8352941176470587,0.13,1
ER_classic,100,0.008588235294117647,0.8588235294117647,0.11,1
ER_classic,100,0.008823529411764706,0.8823529411764706,0.19,1
ER_classic,100,0.009058823529411765,0.9058823529411765,0.21,1
ER_classic,100,0.009294117647058822,0.9294117647058823,0.16,1
ER_classic,100,0.009529411764705882,0.9529411764705882,0.09,1
ER_classic,100,0.009764705882352941,0.9764705882352941,0.26,1
ER_classic,100,0.009999999999999998,0.9999999999999998,0.13,1
ER_classic,100,0.010235294117647058,1.0235294117647058,0.1,1
ER_classic,100,0.010470588235294117,1.0470588235294116,0.14,1
ER_classic,100,0.010705882352941176,1.0705882352941176,0.24,1
ER_classic,100,0.010941176470588235,1.0941176470588234,0.25,1
ER_classic,100,0.011176470588235293,1.1176470588235292,0.27,1
ER_classic,100,0.011411764705882352,1.1411764705882352,0.09,1
ER_classic,100,0.01164705882352941,1.164705882352941,0.24,1
ER_classic,100,0.011882352941176469,1.1882352941176468,0.07,1
ER_classic,100,0.012117647058823528,1.2117647058823529,0.64,1
ER_classic,100,0.012352941176470587,1.2352941176470587,0.62,1
ER_classic,100,0.012588235294117647,1.2588235294117647,0.32,1
ER_classic,100,0.012823529411764706,1.2823529411764705,0.2,1
ER_classic,100,0.013058823529411763,1.3058823529411763,0.43,1
ER_classic,100,0.013294117647058823,1.3294117647058823,0.54,1
ER_classic,100,0.01352941176470588,1.3529411764705879,0.4,1
ER_classic,100,0.01376470588235294,1.376470588235294,0.6,1
ER_classic,100,0.013999999999999999,1.4,0.5,1
