model,N,k,p_over_pc,Phi_mean,Psi_mean,chi_mean,p_eff_mean,n_reps
ER,500,4,0.4,0.0082,0.24218253968253967,1.0,0.034757515030060124,10
ER,500,4,0.44117647058823534,0.0086,0.16836691086691086,1.0222222222222221,0.0386565130260521,10
ER,500,4,0.48235294117647065,0.009,0.13174145299145298,1.0595588235294118,0.04211623246492986,10
ER,500,4,0.5235294117647059,0.01,0.08715009805482951,1.076095238095238,0.045636072144288574,10
ER,500,4,0.5647058823529412,0.0114,0.0727200709683015,1.16337000474766,0.04920240480961924,10
ER,500,4,0.6058823529411765,0.011,0.051257491589595375,1.2938048075172135,0.05268617234468938,10
ER,500,4,0.6470588235294118,0.013800000000000002,0.05439240660820999,1.2344954382542608,0.056189979959919846,10
ER,500,4,0.6882352941176471,0.0134,0.035517811222916786,1.4166530412801022,0.05977955911823647,10
ER,500,4,0.7294117647058823,0.0162,0.03327886167579451,1.5639901247562091,0.06401763527054108,10
ER,500,4,0.7705882352941176,0.019200000000000002,0.03410765596360034,1.843885240523298,0.06722244488977955,10
ER,500,4,0.8117647058823529,0.023799999999999998,0.031610145511590776,2.0977011946711372,0.07123046092184368,10
ER,500,4,0.8529411764705883,0.027999999999999997,0.029666025554354415,2.4371858308639434,0.07413306613226453,10
ER,500,4,0.8941176470588236,0.0348,0.029314304311514255,2.914801594722902,0.07797995991983968,10
ER,500,4,0.9352941176470588,0.0448,0.02958034936441129,3.564499706868852,0.08150060120240481,10
ER,500,4,0.9764705882352942,0.0918,0.05001945798713597,5.708396135407234,0.08578677354709419,10
ER,500,4,1.0176470588235293,0.0862,0.03608256302347464,6.6366120540237175,0.08882965931863727,10
ER,500,4,1.0588235294117647,0.1936,0.07415163511771072,9.992067299229104,0.09269258517034068,10
ER,500,4,1.1,0.355,0.1365428124778696,20.552978239052422,0.09598396793587174,10
ER,500,4,1.1411764705882352,0.6378,0.26038159460831356,19.790294393341036,0.09928657314629259,10
ER,500,4,1.1823529411764706,0.9071999999999999,0.4839746405511501,10.807453415966652,0.10267334669338676,10
ER,500,4,1.223529411764706,0.9865999999999999,0.6767915205892141,5.149296601978621,0.1069507014028056,10
ER,500,4,1.2647058823529413,0.9975999999999999,0.7883504207664808,3.6520864377560374,0.11098036072144288,10
ER,500,4,1.3058823529411765,0.9997999999999999,0.8485163663567535,2.895063321393651,0.11408416833667334,10
ER,500,4,1.3470588235294119,0.9997999999999999,0.8880650274010924,2.8089393039029553,0.11758396793587174,10
ER,500,4,1.3882352941176472,1.0,0.9236846589622866,2.2567706442477555,0.12119919839679358,10
ER,500,4,1.4294117647058824,1.0,0.9510634914896592,1.885118643340019,0.1251567134268537,10
ER,500,4,1.470588235294118,1.0,0.9640600180987355,1.7269898116987235,0.12780440881763527,10
ER,500,4,1.5117647058823531,1.0,0.9754676133525576,1.5617237358175384,0.13192384769539078,10
ER,500,4,1.552941176470588,1.0,0.9854247970484732,1.4424912598626634,0.13618276553106212,10
ER,500,4,1.5941176470588234,1.0,0.9900669331629208,1.3245549503062461,0.1395062124248497,10
ER,500,4,1.635294117647059,1.0,0.9917585832562846,1.305779545314851,0.14252264529058117,10
ER,500,4,1.6764705882352944,1.0,0.9954681467784374,1.2343496696678145,0.14661482965931866,10
ER,500,4,1.7176470588235297,1.0,0.9972735396564083,1.209052845975855,0.15059158316633264,10
ER,500,4,1.7588235294117647,1.0,0.9980306325803158,1.1595137184188689,0.15350220440881762,10
ER,500,4,1.8000000000000003,1.0,0.9987542380941518,1.1048663146384967,0.15715751503006012,10
