model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,100,4,0.15816722634907643,1.0588235294117647,0.15595959595959596,0.15,0.2542372881355932,59,3.272727272727273,4
ER,100,4,0.1643181740404294,1.1,0.1597979797979798,0.12,0.14285714285714285,70,2.7,4
ER,100,4,0.17046912173178236,1.1411764705882352,0.15656565656565657,0.12,0.1566265060240964,83,4.3428571428571425,4
ER,100,4,0.17662006942313535,1.1823529411764706,0.17535353535353534,0.13,0.10784313725490197,102,4.6923076923076925,4
ER,100,4,0.18277101711448832,1.223529411764706,0.18181818181818182,0.45,0.41830065359477125,153,3.8764044943820224,4
ER,100,4,0.18892196480584128,1.2647058823529411,0.18828282828282827,0.36,0.391304347826087,161,4.755102040816326,4
ER,100,4,0.19507291249719427,1.3058823529411767,0.19676767676767676,0.82,0.6905829596412556,223,3.782608695652174,4
ER,100,4,0.20122386018854724,1.3470588235294119,0.1991919191919192,0.89,0.8742138364779874,318,2.8,4
ER,100,4,0.2073748078799002,1.388235294117647,0.20242424242424242,0.71,0.6290909090909091,275,10.549019607843137,4
ER,100,4,0.21352575557125317,1.4294117647058824,0.2197979797979798,0.98,0.9129411764705883,425,3.27027027027027,4
ER,100,4,0.21967670326260613,1.4705882352941175,0.2298989898989899,0.96,0.9543726235741445,526,1.6666666666666667,4
ER,100,4,0.22582765095395912,1.5117647058823531,0.21212121212121213,0.93,0.8413597733711048,353,8.142857142857142,4
ER,100,4,0.2319785986453121,1.5529411764705883,0.2296969696969697,1.0,0.9630996309963099,542,1.9,4
ER,100,4,0.23812954633666505,1.5941176470588236,0.23777777777777778,0.99,0.9751461988304093,684,1.4705882352941178,4
ER,100,4,0.24428049402801805,1.635294117647059,0.24565656565656566,1.0,0.9860050890585241,786,1.9090909090909092,4
ER,100,4,0.250431441719371,1.676470588235294,0.2507070707070707,0.99,0.9858442871587462,989,2.142857142857143,4
ER,100,4,0.256582389410724,1.7176470588235295,0.26181818181818184,1.0,0.9958982772764561,1219,1.0,4
ER,100,4,0.2627333371020769,1.7588235294117645,0.2676767676767677,1.0,0.9993887530562348,1636,1.0,4
ER,100,4,0.2688842847934299,1.8,0.2793939393939394,1.0,1.0,1954,0.0,4
ER,100,4,0.05975206328742887,0.4,0.05818181818181818,0.0,0.0,0,0.0,5
ER,100,4,0.06590301097878185,0.44117647058823534,0.06565656565656566,0.05,1.0,2,0.0,5
ER,100,4,0.07205395867013481,0.4823529411764706,0.0696969696969697,0.04,1.0,1,0.0,5
ER,100,4,0.07820490636148779,0.5235294117647059,0.07717171717171717,0.04,1.0,1,0.0,5
ER,100,4,0.08435585405284077,0.5647058823529413,0.08121212121212121,0.0,0.0,0,0.0,5
ER,100,4,0.09050680174419373,0.6058823529411765,0.0898989898989899,0.04,0.5,2,1.0,5
ER,100,4,0.0966577494355467,0.6470588235294118,0.09434343434343434,0.04,0.25,4,1.0,5
ER,100,4,0.10280869712689968,0.6882352941176471,0.10585858585858586,0.06,0.375,8,1.4,5
ER,100,4,0.10895964481825265,0.7294117647058824,0.10202020202020202,0.04,0.25,4,1.0,5
ER,100,4,0.11511059250960562,0.7705882352941177,0.11656565656565657,0.04,0.16666666666666666,6,1.0,5
ER,100,4,0.12126154020095858,0.8117647058823529,0.11535353535353535,0.08,0.4166666666666667,12,1.0,5
ER,100,4,0.12741248789231158,0.8529411764705883,0.12868686868686868,0.06,0.14285714285714285,21,1.3333333333333333,5
ER,100,4,0.13356343558366454,0.8941176470588236,0.12444444444444444,0.06,0.375,8,1.0,5
ER,100,4,0.1397143832750175,0.9352941176470588,0.13717171717171717,0.13,0.28205128205128205,39,2.7857142857142856,5
ER,100,4,0.14586533096637047,0.9764705882352941,0.13797979797979798,0.08,0.23809523809523808,21,1.75,5
ER,100,4,0.15201627865772346,1.0176470588235296,0.1498989898989899,0.07,0.1590909090909091,44,2.2972972972972974,5
ER,100,4,0.15816722634907643,1.0588235294117647,0.15818181818181817,0.08,0.18421052631578946,38,1.6451612903225807,5
ER,100,4,0.1643181740404294,1.1,0.16747474747474747,0.12,0.16455696202531644,79,4.787878787878788,5
ER,100,4,0.17046912173178236,1.1411764705882352,0.16626262626262625,0.17,0.25882352941176473,85,4.936507936507937,5
ER,100,4,0.17662006942313535,1.1823529411764706,0.1701010101010101,0.51,0.6620689655172414,145,3.0408163265306123,5
ER,100,4,0.18277101711448832,1.223529411764706,0.18262626262626264,0.23,0.21551724137931033,116,9.065934065934066,5
ER,100,4,0.18892196480584128,1.2647058823529411,0.1892929292929293,0.77,0.7216494845360825,194,2.4444444444444446,5
ER,100,4,0.19507291249719427,1.3058823529411767,0.20282828282828283,0.87,0.7807692307692308,260,3.6315789473684212,5
ER,100,4,0.20122386018854724,1.3470588235294119,0.19434343434343435,0.85,0.867704280155642,257,1.9411764705882353,5
ER,100,4,0.2073748078799002,1.388235294117647,0.21171717171717172,0.96,0.925207756232687,361,1.962962962962963,5
ER,100,4,0.21352575557125317,1.4294117647058824,0.20505050505050504,0.85,0.7132352941176471,272,13.923076923076923,5
ER,100,4,0.21967670326260613,1.4705882352941175,0.21636363636363637,0.97,0.918918918918919,407,3.909090909090909,5
ER,100,4,0.22582765095395912,1.5117647058823531,0.21838383838383837,0.97,0.8787878787878788,396,8.0,5
ER,100,4,0.2319785986453121,1.5529411764705883,0.22363636363636363,0.97,0.9334637964774951,511,5.176470588235294,5
ER,100,4,0.23812954633666505,1.5941176470588236,0.24626262626262627,1.0,0.9824561403508771,798,1.7142857142857142,5
ER,100,4,0.24428049402801805,1.635294117647059,0.23535353535353534,1.0,0.9706336939721792,647,1.8421052631578947,5
ER,100,4,0.250431441719371,1.676470588235294,0.24464646464646464,1.0,0.9735006973500697,717,1.4210526315789473,5
ER,100,4,0.256582389410724,1.7176470588235295,0.25636363636363635,1.0,0.9912875121006777,1033,1.4444444444444444,5
ER,100,4,0.2627333371020769,1.7588235294117645,0.2604040404040404,1.0,0.9955634427684117,1127,2.2,5
ER,100,4,0.2688842847934299,1.8,0.2735353535353535,1.0,0.9981072555205047,1585,1.0,5
ER,100,4,0.05975206328742887,0.4,0.06202020202020202,0.04,0.5,2,1.0,6
ER,100,4,0.06590301097878185,0.44117647058823534,0.06363636363636363,0.0,0.0,0,0.0,6
ER,100,4,0.07205395867013481,0.4823529411764706,0.06828282828282828,0.0,0.0,0,0.0,6
ER,100,4,0.07820490636148779,0.5235294117647059,0.08080808080808081,0.04,1.0,1,0.0,6
ER,100,4,0.08435585405284077,0.5647058823529413,0.08040404040404041,0.04,0.5,2,1.0,6
ER,100,4,0.09050680174419373,0.6058823529411765,0.09191919191919191,0.04,0.5,2,1.0,6
ER,100,4,0.0966577494355467,0.6470588235294118,0.09515151515151515,0.04,0.5,2,1.0,6
ER,100,4,0.10280869712689968,0.6882352941176471,0.10222222222222223,0.04,0.3333333333333333,3,1.0,6
ER,100,4,0.10895964481825265,0.7294117647058824,0.10383838383838384,0.04,0.5,2,1.0,6
ER,100,4,0.11511059250960562,0.7705882352941177,0.12202020202020201,0.06,0.375,8,1.4,6
ER,100,4,0.12126154020095858,0.8117647058823529,0.11616161616161616,0.05,0.3333333333333333,6,1.0,6
ER,100,4,0.12741248789231158,0.8529411764705883,0.13292929292929292,0.08,0.22727272727272727,22,2.0588235294117645,6
ER,100,4,0.13356343558366454,0.8941176470588236,0.13252525252525252,0.07,0.2222222222222222,18,1.2857142857142858,6
ER,100,4,0.1397143832750175,0.9352941176470588,0.13252525252525252,0.07,0.18518518518518517,27,2.272727272727273,6
ER,100,4,0.14586533096637047,0.9764705882352941,0.1404040404040404,0.06,0.1111111111111111,27,1.25,6
ER,100,4,0.15201627865772346,1.0176470588235296,0.15454545454545454,0.12,0.27586206896551724,58,2.857142857142857,6
ER,100,4,0.15816722634907643,1.0588235294117647,0.1688888888888889,0.32,0.39090909090909093,110,5.119402985074627,6
ER,100,4,0.1643181740404294,1.1,0.15737373737373736,0.08,0.09433962264150944,53,3.0833333333333335,6
ER,100,4,0.17046912173178236,1.1411764705882352,0.1686868686868687,0.24,0.32558139534883723,86,3.586206896551724,6
ER,100,4,0.17662006942313535,1.1823529411764706,0.1783838383838384,0.17,0.15789473684210525,114,6.354166666666667,6
ER,100,4,0.18277101711448832,1.223529411764706,0.19090909090909092,0.45,0.38421052631578945,190,18.17948717948718,6
ER,100,4,0.18892196480584128,1.2647058823529411,0.1795959595959596,0.49,0.5285714285714286,140,3.6363636363636362,6
ER,100,4,0.19507291249719427,1.3058823529411767,0.19656565656565655,0.54,0.3394495412844037,218,33.47222222222222,6
ER,100,4,0.20122386018854724,1.3470588235294119,0.2080808080808081,0.98,0.9397905759162304,382,1.6956521739130435,6
ER,100,4,0.2073748078799002,1.388235294117647,0.21353535353535352,0.88,0.6713286713286714,286,5.23404255319149,6
ER,100,4,0.21352575557125317,1.4294117647058824,0.21474747474747474,0.97,0.861904761904762,420,2.8620689655172415,6
ER,100,4,0.21967670326260613,1.4705882352941175,0.21414141414141413,0.95,0.9633620689655172,464,1.4705882352941178,6
ER,100,4,0.22582765095395912,1.5117647058823531,0.22606060606060607,0.99,0.959758551307847,497,1.9,6
ER,100,4,0.2319785986453121,1.5529411764705883,0.22363636363636363,0.99,0.9478957915831663,499,1.6153846153846154,6
ER,100,4,0.23812954633666505,1.5941176470588236,0.2313131313131313,0.99,0.9640625,640,1.5217391304347827,6
ER,100,4,0.24428049402801805,1.635294117647059,0.24484848484848484,0.99,0.9757869249394673,826,1.3,6
ER,100,4,0.250431441719371,1.676470588235294,0.25232323232323234,1.0,0.9830148619957537,942,1.625,6
ER,100,4,0.256582389410724,1.7176470588235295,0.2577777777777778,1.0,0.9963800904977376,1105,1.0,6
ER,100,4,0.2627333371020769,1.7588235294117645,0.2634343434343434,1.0,0.9943227899432279,1233,1.0,6
ER,100,4,0.2688842847934299,1.8,0.2771717171717172,1.0,0.9987445072190835,1593,1.0,6
ER,100,4,0.05975206328742887,0.4,0.06080808080808081,0.0,0.0,0,0.0,7
ER,100,4,0.06590301097878185,0.44117647058823534,0.06323232323232324,0.0,0.0,0,0.0,7
ER,100,4,0.07205395867013481,0.4823529411764706,0.07353535353535354,0.0,0.0,0,0.0,7
ER,100,4,0.07820490636148779,0.5235294117647059,0.08404040404040404,0.04,0.5,2,1.0,7
