model,N,p,p_over_pc,S,replicate
ER_classic,2000,0.0003,0.6,0.007,0
ER_classic,2000,0.0003117647058823529,0.6235294117647058,0.0085,0
ER_classic,2000,0.00032352941176470585,0.6470588235294117,0.0085,0
ER_classic,2000,0.0003352941176470588,0.6705882352941176,0.0185,0
ER_classic,2000,0.00034705882352941173,0.6941176470588235,0.0125,0
ER_classic,2000,0.0003588235294117647,0.7176470588235293,0.015,0
ER_classic,2000,0.0003705882352941176,0.7411764705882352,0.016,0
ER_classic,2000,0.00038235294117647055,0.7647058823529411,0.0155,0
ER_classic,2000,0.0003941176470588235,0.7882352941176469,0.012,0
ER_classic,2000,0.00040588235294117644,0.8117647058823528,0.015,0
ER_classic,2000,0.0004176470588235294,0.8352941176470587,0.023,0
ER_classic,2000,0.00042941176470588237,0.8588235294117648,0.031,0
ER_classic,2000,0.0004411764705882353,0.8823529411764706,0.0185,0
ER_classic,2000,0.00045294117647058825,0.9058823529411765,0.0315,0
ER_classic,2000,0.0004647058823529412,0.9294117647058824,0.0955,0
ER_classic,2000,0.00047647058823529413,0.9529411764705883,0.0455,0
ER_classic,2000,0.00048823529411764707,0.9764705882352941,0.05,0
ER_classic,2000,0.0005,1.0,0.061,0
ER_classic,2000,0.000511764705882353,1.0235294117647058,0.1375,0
ER_classic,2000,0.0005235294117647059,1.0470588235294118,0.114,0
ER_classic,2000,0.0005352941176470588,1.0705882352941176,0.165,0
ER_classic,2000,0.0005470588235294118,1.0941176470588234,0.137,0
ER_classic,2000,0.0005588235294117647,1.1176470588235294,0.348,0
ER_classic,2000,0.0005705882352941177,1.1411764705882352,0.3425,0
ER_classic,2000,0.0005823529411764706,1.1647058823529413,0.2195,0
ER_classic,2000,0.0005941176470588235,1.188235294117647,0.125,0
ER_classic,2000,0.0006058823529411765,1.2117647058823529,0.2245,0
ER_classic,2000,0.0006176470588235294,1.2352941176470589,0.399,0
ER_classic,2000,0.0006294117647058824,1.2588235294117647,0.411,0
ER_classic,2000,0.0006411764705882353,1.2823529411764705,0.2935,0
ER_classic,2000,0.0006529411764705882,1.3058823529411765,0.4575,0
ER_classic,2000,0.0006647058823529412,1.3294117647058823,0.45,0
ER_classic,2000,0.0006764705882352941,1.352941176470588,0.41,0
ER_classic,2000,0.000688235294117647,1.3764705882352941,0.414,0
ER_classic,2000,0.0007,1.4,0.4545,0
ER_classic,2000,0.0003,0.6,0.008,1
ER_classic,2000,0.0003117647058823529,0.6235294117647058,0.0085,1
ER_classic,2000,0.00032352941176470585,0.6470588235294117,0.007,1
ER_classic,2000,0.0003352941176470588,0.6705882352941176,0.0115,1
ER_classic,2000,0.00034705882352941173,0.6941176470588235,0.008,1
ER_classic,2000,0.0003588235294117647,0.7176470588235293,0.011,1
ER_classic,2000,0.0003705882352941176,0.7411764705882352,0.011,1
ER_classic,2000,0.00038235294117647055,0.7647058823529411,0.021,1
ER_classic,2000,0.0003941176470588235,0.7882352941176469,0.014,1
ER_classic,2000,0.00040588235294117644,0.8117647058823528,0.0265,1
ER_classic,2000,0.0004176470588235294,0.8352941176470587,0.024,1
ER_classic,2000,0.00042941176470588237,0.8588235294117648,0.0245,1
ER_classic,2000,0.0004411764705882353,0.8823529411764706,0.015,1
ER_classic,2000,0.00045294117647058825,0.9058823529411765,0.035,1
ER_classic,2000,0.0004647058823529412,0.9294117647058824,0.0305,1
ER_classic,2000,0.00047647058823529413,0.9529411764705883,0.0975,1
ER_classic,2000,0.00048823529411764707,0.9764705882352941,0.0845,1
ER_classic,2000,0.0005,1.0,0.084,1
ER_classic,2000,0.000511764705882353,1.0235294117647058,0.0465,1
ER_classic,2000,0.0005235294117647059,1.0470588235294118,0.0865,1
ER_classic,2000,0.0005352941176470588,1.0705882352941176,0.0635,1
ER_classic,2000,0.0005470588235294118,1.0941176470588234,0.277,1
ER_classic,2000,0.0005588235294117647,1.1176470588235294,0.264,1
ER_classic,2000,0.0005705882352941177,1.1411764705882352,0.1655,1
ER_classic,2000,0.0005823529411764706,1.1647058823529413,0.2265,1
ER_classic,2000,0.0005941176470588235,1.188235294117647,0.102,1
ER_classic,2000,0.0006058823529411765,1.2117647058823529,0.3095,1
ER_classic,2000,0.0006176470588235294,1.2352941176470589,0.2145,1
ER_classic,2000,0.0006294117647058824,1.2588235294117647,0.4275,1
ER_classic,2000,0.0006411764705882353,1.2823529411764705,0.3095,1
ER_classic,2000,0.0006529411764705882,1.3058823529411765,0.4805,1
ER_classic,2000,0.0006647058823529412,1.3294117647058823,0.5055,1
ER_classic,2000,0.0006764705882352941,1.352941176470588,0.4895,1
ER_classic,2000,0.000688235294117647,1.3764705882352941,0.472,1
ER_classic,2000,0.0007,1.4,0.541,1
ER_classic,2000,0.0003,0.6,0.006,2
ER_classic,2000,0.0003117647058823529,0.6235294117647058,0.015,2
ER_classic,2000,0.00032352941176470585,0.6470588235294117,0.012,2
ER_classic,2000,0.0003352941176470588,0.6705882352941176,0.0125,2
ER_classic,2000,0.00034705882352941173,0.6941176470588235,0.013,2
ER_classic,2000,0.0003588235294117647,0.7176470588235293,0.011,2
ER_classic,2000,0.0003705882352941176,0.7411764705882352,0.0205,2
ER_classic,2000,0.00038235294117647055,0.7647058823529411,0.0115,2
ER_classic,2000,0.0003941176470588235,0.7882352941176469,0.034,2
ER_classic,2000,0.00040588235294117644,0.8117647058823528,0.012,2
ER_classic,2000,0.0004176470588235294,0.8352941176470587,0.0125,2
ER_classic,2000,0.00042941176470588237,0.8588235294117648,0.031,2
ER_classic,2000,0.0004411764705882353,0.8823529411764706,0.0455,2
ER_classic,2000,0.00045294117647058825,0.9058823529411765,0.0345,2
ER_classic,2000,0.0004647058823529412,0.9294117647058824,0.0715,2
ER_classic,2000,0.00047647058823529413,0.9529411764705883,0.0555,2
ER_classic,2000,0.00048823529411764707,0.9764705882352941,0.047,2
ER_classic,2000,0.0005,1.0,0.2085,2
ER_classic,2000,0.000511764705882353,1.0235294117647058,0.0915,2
ER_classic,2000,0.0005235294117647059,1.0470588235294118,0.0715,2
ER_classic,2000,0.0005352941176470588,1.0705882352941176,0.0345,2
ER_classic,2000,0.0005470588235294118,1.0941176470588234,0.2045,2
ER_classic,2000,0.0005588235294117647,1.1176470588235294,0.079,2
ER_classic,2000,0.0005705882352941177,1.1411764705882352,0.254,2
ER_classic,2000,0.0005823529411764706,1.1647058823529413,0.3165,2
ER_classic,2000,0.0005941176470588235,1.188235294117647,0.3435,2
ER_classic,2000,0.0006058823529411765,1.2117647058823529,0.3595,2
ER_classic,2000,0.0006176470588235294,1.2352941176470589,0.288,2
ER_classic,2000,0.0006294117647058824,1.2588235294117647,0.3585,2
ER_classic,2000,0.0006411764705882353,1.2823529411764705,0.4155,2
ER_classic,2000,0.0006529411764705882,1.3058823529411765,0.524,2
ER_classic,2000,0.0006647058823529412,1.3294117647058823,0.4635,2
ER_classic,2000,0.0006764705882352941,1.352941176470588,0.493,2
ER_classic,2000,0.000688235294117647,1.3764705882352941,0.4915,2
ER_classic,2000,0.0007,1.4,0.5635,2
ER_classic,2000,0.0003,0.6,0.006,3
ER_classic,2000,0.0003117647058823529,0.6235294117647058,0.0115,3
ER_classic,2000,0.00032352941176470585,0.6470588235294117,0.0125,3
ER_classic,2000,0.0003352941176470588,0.6705882352941176,0.012,3
ER_classic,2000,0.00034705882352941173,0.6941176470588235,0.0115,3
ER_classic,2000,0.0003588235294117647,0.7176470588235293,0.0215,3
ER_classic,2000,0.0003705882352941176,0.7411764705882352,0.0095,3
ER_classic,2000,0.00038235294117647055,0.7647058823529411,0.024,3
ER_classic,2000,0.0003941176470588235,0.7882352941176469,0.0155,3
ER_classic,2000,0.00040588235294117644,0.8117647058823528,0.0095,3
ER_classic,2000,0.0004176470588235294,0.8352941176470587,0.0265,3
ER_classic,2000,0.00042941176470588237,0.8588235294117648,0.0205,3
ER_classic,2000,0.0004411764705882353,0.8823529411764706,0.0195,3
ER_classic,2000,0.00045294117647058825,0.9058823529411765,0.0675,3
ER_classic,2000,0.0004647058823529412,0.9294117647058824,0.066,3
ER_classic,2000,0.00047647058823529413,0.9529411764705883,0.0295,3
ER_classic,2000,0.00048823529411764707,0.9764705882352941,0.0395,3
ER_classic,2000,0.0005,1.0,0.058,3
ER_classic,2000,0.000511764705882353,1.0235294117647058,0.121,3
ER_classic,2000,0.0005235294117647059,1.0470588235294118,0.12,3
ER_classic,2000,0.0005352941176470588,1.0705882352941176,0.132,3
ER_classic,2000,0.0005470588235294118,1.0941176470588234,0.2845,3
ER_classic,2000,0.0005588235294117647,1.1176470588235294,0.0815,3
ER_classic,2000,0.0005705882352941177,1.1411764705882352,0.1855,3
ER_classic,2000,0.0005823529411764706,1.1647058823529413,0.364,3
ER_classic,2000,0.0005941176470588235,1.188235294117647,0.2675,3
ER_classic,2000,0.0006058823529411765,1.2117647058823529,0.29,3
ER_classic,2000,0.0006176470588235294,1.2352941176470589,0.371,3
ER_classic,2000,0.0006294117647058824,1.2588235294117647,0.3885,3
ER_classic,2000,0.0006411764705882353,1.2823529411764705,0.485,3
ER_classic,2000,0.0006529411764705882,1.3058823529411765,0.447,3
ER_classic,2000,0.0006647058823529412,1.3294117647058823,0.498,3
ER_classic,2000,0.0006764705882352941,1.352941176470588,0.413,3
ER_classic,2000,0.000688235294117647,1.3764705882352941,0.4715,3
ER_classic,2000,0.0007,1.4,0.505,3
ER_classic,2000,0.0003,0.6,0.008,4
ER_classic,2000,0.0003117647058823529,0.6235294117647058,0.007,4
ER_classic,2000,0.00032352941176470585,0.6470588235294117,0.0155,4
ER_classic,2000,0.0003352941176470588,0.6705882352941176,0.019,4
ER_classic,2000,0.00034705882352941173,0.6941176470588235,0.013,4
ER_classic,2000,0.0003588235294117647,0.7176470588235293,0.0135,4
ER_classic,2000,0.0003705882352941176,0.7411764705882352,0.018,4
ER_classic,2000,0.00038235294117647055,0.7647058823529411,0.0235,4
ER_classic,2000,0.0003941176470588235,0.7882352941176469,0.028,4
ER_classic,2000,0.00040588235294117644,0.8117647058823528,0.018,4
ER_classic,2000,0.0004176470588235294,0.8352941176470587,0.0195,4
ER_classic,2000,0.00042941176470588237,0.8588235294117648,0.0275,4
ER_classic,2000,0.0004411764705882353,0.8823529411764706,0.063,4
ER_classic,2000,0.00045294117647058825,0.9058823529411765,0.021,4
ER_classic,2000,0.0004647058823529412,0.9294117647058824,0.0235,4
ER_classic,2000,0.00047647058823529413,0.9529411764705883,0.0275,4
ER_classic,2000,0.00048823529411764707,0.9764705882352941,0.059,4
ER_classic,2000,0.0005,1.0,0.066,4
ER_classic,2000,0.000511764705882353,1.0235294117647058,0.032,4
ER_classic,2000,0.0005235294117647059,1.0470588235294118,0.059,4
ER_classic,2000,0.0005352941176470588,1.0705882352941176,0.062,4
ER_classic,2000,0.0005470588235294118,1.0941176470588234,0.263,4
ER_classic,2000,0.0005588235294117647,1.1176470588235294,0.2235,4
ER_classic,2000,0.0005705882352941177,1.1411764705882352,0.2185,4
ER_classic,2000,0.0005823529411764706,1.1647058823529413,0.356,4
ER_classic,2000,0.0005941176470588235,1.188235294117647,0.285,4
ER_classic,2000,0.0006058823529411765,1.2117647058823529,0.3325,4
ER_classic,2000,0.0006176470588235294,1.2352941176470589,0.372,4
ER_classic,2000,0.0006294117647058824,1.2588235294117647,0.346,4
ER_classic,2000,0.0006411764705882353,1.2823529411764705,0.45,4
