model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,2000,4,0.022012848325964184,0.4,0.021934967483741873,0.0025,0.0273972602739726,73,1.0,0
ER,2000,4,0.024278876830107557,0.44117647058823534,0.024048524262131065,0.0025,0.015748031496062992,127,1.048,0
ER,2000,4,0.026544905334250926,0.4823529411764706,0.02649424712356178,0.003,0.014634146341463415,205,1.108910891089109,0
ER,2000,4,0.0288109338383943,0.5235294117647059,0.028838419209604803,0.0035,0.009411764705882352,425,1.2375296912114013,0
ER,2000,4,0.03107696234253767,0.5647058823529412,0.030977488744372186,0.004,0.008960573476702509,558,1.2206148282097649,0
ER,2000,4,0.03334299084668105,0.6058823529411766,0.03338169084542271,0.0045,0.006109979633401222,982,1.3217213114754098,0
ER,2000,4,0.03560901935082442,0.6470588235294118,0.03579089544772386,0.0035,0.004905395935529082,1427,1.4563380281690141,0
ER,2000,4,0.037875047854967786,0.6882352941176471,0.037718359179589794,0.004,0.004846526655896607,1857,1.5833333333333333,0
ER,2000,4,0.040141076359111155,0.7294117647058823,0.0402256128064032,0.006,0.0031457532331352674,2861,1.7279102384291725,0
ER,2000,4,0.04240710486325453,0.7705882352941177,0.04242871435717859,0.0085,0.0035380338640384128,3957,2.13264012173472,0
ER,2000,4,0.04467313336739791,0.811764705882353,0.04470735367683842,0.0125,0.004525740147086555,5303,2.484750899791627,0
ER,2000,4,0.04693916187154128,0.8529411764705883,0.04667633816908454,0.006,0.002463411099840603,6901,2.648750726321906,0
ER,2000,4,0.049205190375684646,0.8941176470588236,0.04922361180590295,0.0145,0.003069432684165961,9448,3.4879498885231977,0
ER,2000,4,0.051471218879828015,0.9352941176470588,0.05134017008504252,0.019,0.0034522439585730723,12166,4.779445727482679,0
ER,2000,4,0.053737247383971384,0.9764705882352941,0.0538104052026013,0.045,0.005605032073239086,16057,7.446921776163337,0
ER,2000,4,0.05600327588811477,1.0176470588235296,0.055983991995997996,0.0895,0.01021505376344086,20460,17.565601698681547,0
ER,2000,4,0.05826930439225814,1.058823529411765,0.058480740370185094,0.804,0.13730374396135267,26496,15.815119433021263,0
ER,2000,4,0.060535332896401506,1.1,0.06078139069534767,0.994,0.3594180568313135,33749,10.636430917248717,0
