model,N,k,p,p_over_pc,p_eff,Phi,Psi,Nk_tot,chi,replicate
ER,2000,3,0.006324555320336759,0.4,0.006299649824912456,0.0025,0.009287925696594427,323,1.2,0
ER,2000,3,0.0069756124856655425,0.44117647058823534,0.006959479739869935,0.0045,0.015217391304347827,460,1.4282560706401766,0
ER,2000,3,0.007626669650994327,0.48235294117647065,0.007589294647323662,0.003,0.006872852233676976,582,1.3840830449826989,0
ER,2000,3,0.00827772681632311,0.5235294117647059,0.008323161580790396,0.004,0.007643312101910828,785,1.6110397946084725,0
ER,2000,3,0.008928783981651894,0.5647058823529412,0.008895947973986993,0.0035,0.0053533190578158455,934,1.6243272335844994,0
ER,2000,3,0.009579841146980678,0.6058823529411764,0.009547273636818409,0.0065,0.011063829787234043,1175,1.7607573149741824,0
ER,2000,3,0.010230898312309462,0.6470588235294118,0.010189594797398699,0.006,0.007017543859649123,1425,2.0770318021201413,0
ER,2000,3,0.010881955477638247,0.6882352941176472,0.010861930965482741,0.0085,0.009864364981504316,1622,2.3212951432129514,0
ER,2000,3,0.011533012642967029,0.7294117647058823,0.011595297648824412,0.012,0.010710808179162609,2054,2.4734251968503935,0
ER,2000,3,0.012184069808295814,0.7705882352941177,0.012269134567283641,0.0095,0.006669282071400549,2549,3.124012638230648,0
ER,2000,3,0.012835126973624596,0.8117647058823528,0.012960980490245123,0.0155,0.010423905489923557,2878,3.682584269662921,0
ER,2000,3,0.013486184138953382,0.8529411764705882,0.01347223611805903,0.017,0.01013202333435677,3257,4.122828784119107,0
ER,2000,3,0.014137241304282167,0.8941176470588237,0.014227613806903452,0.0235,0.011258443832874656,3997,6.717105263157895,0
ER,2000,3,0.01478829846961095,0.9352941176470588,0.014613806903451727,0.042,0.02086831374430319,4169,9.88486036256737,0
ER,2000,3,0.015439355634939735,0.9764705882352942,0.01542871435717859,0.0555,0.02376562179881172,4881,9.972088142707241,0
ER,2000,3,0.016090412800268517,1.0176470588235293,0.016041020510255126,0.0875,0.03349717822683415,5493,16.514786212092673,0
ER,2000,3,0.016741469965597302,1.0588235294117647,0.016809904952476237,0.265,0.0959644105497299,6294,47.39367311072056,0
ER,2000,3,0.017392527130926084,1.0999999999999999,0.01755127563781891,0.815,0.424,7250,8.953544061302683,0
ER,2000,3,0.01804358429625487,1.1411764705882352,0.018009004502251125,0.878,0.4914263445050662,7698,6.730779054916986,0
ER,2000,3,0.01869464146158365,1.1823529411764704,0.01869384692346173,0.953,0.6199330176694768,8659,5.155575812822851,0
ER,2000,3,0.019345698626912437,1.2235294117647058,0.019235617808904454,0.9765,0.6874935132330047,9635,4.382929259382265,0
ER,2000,3,0.019996755792241222,1.2647058823529413,0.019860930465232615,0.9915,0.7448599024576839,10457,3.729385307346327,0
ER,2000,3,0.020647812957570004,1.3058823529411765,0.020609804902451227,0.9935,0.8057553956834532,11537,3.067826863007586,0
ER,2000,3,0.02129887012289879,1.3470588235294119,0.021273136568284143,0.9995,0.8501939487975174,12890,2.9264629725530815,0
ER,2000,3,0.021949927288227575,1.3882352941176472,0.02182841420710355,0.9995,0.8786577949488446,13977,2.3502358490566038,0
ER,2000,3,0.022600984453556357,1.4294117647058824,0.02246273136568284,1.0,0.8979974549594802,14931,2.3539067629678265,0
ER,2000,3,0.023252041618885142,1.4705882352941178,0.023297148574287142,1.0,0.929654516263305,16817,1.882502113271344,0
ER,2000,3,0.023903098784213924,1.511764705882353,0.023815407703851925,1.0,0.937015237361791,18179,2.131877729257642,0
ER,2000,3,0.02455415594954271,1.5529411764705883,0.02455127563781891,1.0,0.9514059934318555,19488,1.787750791974657,0
ER,2000,3,0.02520521311487149,1.5941176470588234,0.024980990495247622,1.0,0.9610302244005574,20811,1.7422934648581998,0
ER,2000,3,0.025856270280200277,1.6352941176470588,0.025971985992996497,1.0,0.9735156283589148,23259,1.5681818181818181,0
ER,2000,3,0.02650732744552906,1.676470588235294,0.026558779389694847,1.0,0.9773709944639755,24747,1.4821428571428572,0
ER,2000,3,0.027158384610857844,1.7176470588235293,0.0269879939969985,1.0,0.9820651557001778,26429,1.358649789029536,0
ER,2000,3,0.02780944177618663,1.758823529411765,0.02795447723861931,1.0,0.9867985661105749,29012,1.3133159268929504,0
ER,2000,3,0.02846049894151541,1.8,0.028421710855427714,1.0,0.9887116886526219,30474,1.302325581395349,0
ER,2000,3,0.006324555320336759,0.4,0.00636568284142071,0.0025,0.013477088948787063,371,1.3442622950819672,1
ER,2000,3,0.0069756124856655425,0.44117647058823534,0.006968984492246123,0.0035,0.01152073732718894,434,1.372960372960373,1
ER,2000,3,0.007626669650994327,0.48235294117647065,0.007579789894947474,0.0035,0.00859106529209622,582,1.4263431542461005,1
ER,2000,3,0.00827772681632311,0.5235294117647059,0.008351175587793898,0.0035,0.006443298969072165,776,1.4773022049286642,1
ER,2000,3,0.008928783981651894,0.5647058823529412,0.008857928964482242,0.004,0.00681044267877412,881,1.534857142857143,1
ER,2000,3,0.009579841146980678,0.6058823529411764,0.009557778889444722,0.0045,0.006194690265486726,1130,1.7622439893143367,1
ER,2000,3,0.010230898312309462,0.6470588235294118,0.010190095047523762,0.005,0.0056022408963585435,1428,1.943661971830986,1
ER,2000,3,0.010881955477638247,0.6882352941176472,0.01075887943971986,0.0065,0.0066344993968636915,1658,2.211900425015179,1
ER,2000,3,0.011533012642967029,0.7294117647058823,0.011637318659329664,0.011,0.009847365829640572,2031,2.8408751864743906,1
ER,2000,3,0.012184069808295814,0.7705882352941177,0.01226263131565783,0.0115,0.009325985587113183,2359,2.840821566110398,1
ER,2000,3,0.012835126973624596,0.8117647058823528,0.012878939469734868,0.014,0.009122807017543859,2850,3.58356940509915,1
ER,2000,3,0.013486184138953382,0.8529411764705882,0.013469734867433717,0.014,0.008160703075957313,3186,4.031645569620253,1
ER,2000,3,0.014137241304282167,0.8941176470588237,0.01388144072036018,0.031,0.01694915254237288,3599,4.486715658564161,1
ER,2000,3,0.01478829846961095,0.9352941176470588,0.014666333166583292,0.033,0.015391901491830453,4223,7.362193362193362,1
ER,2000,3,0.015439355634939735,0.9764705882352942,0.015541270635317659,0.053,0.021518230723251645,5019,10.779271024231317,1
ER,2000,3,0.016090412800268517,1.0176470588235293,0.01606503251625813,0.07,0.02609472743521001,5595,18.345935033951182,1
ER,2000,3,0.016741469965597302,1.0588235294117647,0.016939969984992496,0.458,0.18519665531124188,6458,33.77270999619916,1
ER,2000,3,0.017392527130926084,1.0999999999999999,0.017290645322661332,0.778,0.4110951008645533,6940,10.464643993149009,1
ER,2000,3,0.01804358429625487,1.1411764705882352,0.017923961980990496,0.8155,0.4330739299610895,7710,7.800732097918097,1
ER,2000,3,0.01869464146158365,1.1823529411764704,0.01875887943971986,0.9445,0.5919312916713753,8849,6.4045970645250625,1
ER,2000,3,0.019345698626912437,1.2235294117647058,0.01924312156078039,0.9795,0.6895220204550199,9582,4.267899159663865,1
ER,2000,3,0.019996755792241222,1.2647058823529413,0.02019209604802401,0.997,0.7869443693084482,11091,2.983072365636902,1
