model,N,k,p_over_pc,Phi_mean,Psi_mean,chi_mean,p_eff_mean,n_reps
ER,2000,4,0.4,0.0025,0.030756303717643325,1.0336306743044361,0.021996598299149576,10
ER,2000,4,0.44117647058823534,0.0028,0.018231920593198496,1.1012271063420092,0.024292296148074037,10
ER,2000,4,0.4823529411764706,0.0030499999999999998,0.015941359101737253,1.1269974128454012,0.026567633816908454,10
ER,2000,4,0.5235294117647059,0.00335,0.00968585149235865,1.2050048439033105,0.02884177088544272,10
ER,2000,4,0.5647058823529412,0.00375,0.008192643428902541,1.2481173059640056,0.031023161580790392,10
ER,2000,4,0.6058823529411766,0.0042,0.006763775255044022,1.3868843921541099,0.033282641320660326,10
ER,2000,4,0.6470588235294118,0.00405,0.005146921145227762,1.4480733706584217,0.035510455227613806,10
ER,2000,4,0.6882352941176471,0.00485,0.0039545589448741385,1.58916914071018,0.03784342171085543,10
ER,2000,4,0.7294117647058823,0.006750000000000001,0.004062925103248814,1.7782704997425984,0.040195397698849424,10
ER,2000,4,0.7705882352941177,0.0076,0.0033819924916034055,2.056953491523028,0.04244022011005503,10
ER,2000,4,0.811764705882353,0.01,0.0035588447445575786,2.3500378370327026,0.044696698349174585,10
ER,2000,4,0.8529411764705883,0.0116,0.003206621763709653,2.800730829054833,0.04686683341670835,10
ER,2000,4,0.8941176470588236,0.0167,0.003586796550833914,3.5318905268210954,0.04912201100550275,10
ER,2000,4,0.9352941176470588,0.0284,0.004700415247872932,4.951805872886487,0.051376388194097046,10
ER,2000,4,0.9764705882352941,0.0571,0.0076055933653178505,7.185471660363826,0.05383186593296648,10
ER,2000,4,1.0176470588235296,0.1082,0.012396643586503489,15.06461452026313,0.05595092546273136,10
ER,2000,4,1.058823529411765,0.5479499999999999,0.07486911069292092,35.28940401843424,0.058260530265132573,10
ER,2000,4,1.1,0.9903000000000001,0.3274604911271777,12.312306539263961,0.06056368184092046,10
ER,2000,4,1.1411764705882352,1.0,0.5395630637367342,6.4669800340473955,0.06282706353176588,10
ER,2000,4,1.1823529411764706,1.0,0.661123300980862,4.600864820180789,0.06499144572286143,10
ER,2000,4,1.223529411764706,1.0,0.7665729918763116,3.3037784151479253,0.06736708354177089,10
ER,2000,4,1.2647058823529413,1.0,0.8328274487625803,2.76507089668779,0.06966268134067034,10
ER,2000,4,1.3058823529411765,1.0,0.8852541800329199,2.2822625448761085,0.071932016008004,10
ER,2000,4,1.3470588235294119,1.0,0.919045332496208,1.9746457455692563,0.07407283641820911,10
ER,2000,4,1.388235294117647,1.0,0.944017057692054,1.7861897125461745,0.07639969984992497,10
ER,2000,4,1.4294117647058824,1.0,0.9614890822508702,1.5793413731428885,0.0787097048524262,10
ER,2000,4,1.4705882352941178,1.0,0.9739190619056022,1.4718183367977151,0.0809423711855928,10
ER,2000,4,1.5117647058823531,1.0,0.9818776540957774,1.3913309692945344,0.08315372686343173,10
ER,2000,4,1.5529411764705883,1.0,0.9883564303624807,1.2828668275565929,0.08554997498749375,10
ER,2000,4,1.5941176470588236,1.0,0.992179126650124,1.216662767155161,0.08774302151075539,10
ER,2000,4,1.635294117647059,1.0,0.9947733086775159,1.187599175151462,0.08986978489244622,10
ER,2000,4,1.6764705882352944,1.0,0.9966139749512621,1.1491255414376897,0.09215732866433216,10
ER,2000,4,1.7176470588235295,1.0,0.9979399975167349,1.1137568824839281,0.09453786893446724,10
ER,2000,4,1.758823529411765,1.0,0.9986720571639507,1.0868047821825493,0.09672026013006503,10
ER,2000,4,1.8,1.0,0.9992120754959934,1.0606806570580374,0.09911860930465233,10
