nodeID_from,nodeID_to,country_name,country_ISO3,weight
358,358,Switzerland,CHE,908058.0
358,359,Switzerland,CHE,243659.0
358,360,Switzerland,CHE,159121.0
358,361,Switzerland,CHE,41541.0
358,362,Switzerland,CHE,311595.0
358,363,Switzerland,CHE,15811.0
358,364,Switzerland,CHE,215381.0
358,365,Switzerland,CHE,143283.0
358,366,Switzerland,CHE,18292.0
358,367,Switzerland,CHE,11818.0
358,368,Switzerland,CHE,12704.0
358,369,Switzerland,CHE,19877.0
358,370,Switzerland,CHE,11917.0
358,371,Switzerland,CHE,10422.0
358,372,Switzerland,CHE,11202.0
358,373,Switzerland,CHE,9814.0
358,374,Switzerland,CHE,10899.0
358,375,Switzerland,CHE,14171.0
358,376,Switzerland,CHE,9121.0
358,377,Switzerland,CHE,15480.0
358,378,Switzerland,CHE,14628.0
358,379,Switzerland,CHE,12072.0
358,380,Switzerland,CHE,22421.0
358,381,Switzerland,CHE,14791.0
358,382,Switzerland,CHE,15574.0
358,383,Switzerland,CHE,37626.0
359,358,Switzerland,CHE,243659.0
359,359,Switzerland,CHE,3548220.0
359,360,Switzerland,CHE,90828.0
359,361,Switzerland,CHE,78879.0
359,362,Switzerland,CHE,185051.0
359,363,Switzerland,CHE,35226.0
359,364,Switzerland,CHE,126260.0
359,365,Switzerland,CHE,141933.0
359,366,Switzerland,CHE,24658.0
359,367,Switzerland,CHE,25915.0
359,368,Switzerland,CHE,25879.0
359,369,Switzerland,CHE,27705.0
359,370,Switzerland,CHE,26552.0
359,371,Switzerland,CHE,16770.0
359,372,Switzerland,CHE,24438.0
359,373,Switzerland,CHE,24364.0
359,374,Switzerland,CHE,19973.0
359,375,Switzerland,CHE,35948.0
359,376,Switzerland,CHE,17258.0
359,377,Switzerland,CHE,37669.0
359,378,Switzerland,CHE,57619.0
359,379,Switzerland,CHE,32538.0
359,380,Switzerland,CHE,57138.0
359,381,Switzerland,CHE,47056.0
359,382,Switzerland,CHE,26616.0
359,383,Switzerland,CHE,32152.0
360,358,Switzerland,CHE,159121.0
360,359,Switzerland,CHE,90828.0
360,360,Switzerland,CHE,1140299.0
360,361,Switzerland,CHE,22942.0
360,362,Switzerland,CHE,73336.0
360,363,Switzerland,CHE,10256.0
360,364,Switzerland,CHE,83188.0
360,365,Switzerland,CHE,61031.0
360,366,Switzerland,CHE,16439.0
360,367,Switzerland,CHE,9103.0
360,368,Switzerland,CHE,9012.0
360,369,Switzerland,CHE,18427.0
360,370,Switzerland,CHE,8403.0
360,371,Switzerland,CHE,8006.0
360,372,Switzerland,CHE,7383.0
360,373,Switzerland,CHE,7344.0
360,374,Switzerland,CHE,8305.0
360,375,Switzerland,CHE,9774.0
360,376,Switzerland,CHE,6974.0
360,377,Switzerland,CHE,11361.0
360,378,Switzerland,CHE,9041.0
360,379,Switzerland,CHE,9133.0
360,380,Switzerland,CHE,12150.0
360,381,Switzerland,CHE,10048.0
360,382,Switzerland,CHE,14710.0
360,383,Switzerland,CHE,24144.0
361,358,Switzerland,CHE,41541.0
361,359,Switzerland,CHE,78879.0
361,360,Switzerland,CHE,22942.0
361,361,Switzerland,CHE,1056317.0
361,362,Switzerland,CHE,149760.0
361,363,Switzerland,CHE,275844.0
361,364,Switzerland,CHE,133575.0
361,365,Switzerland,CHE,261198.0
361,366,Switzerland,CHE,68898.0
361,367,Switzerland,CHE,74590.0
361,368,Switzerland,CHE,82465.0
361,369,Switzerland,CHE,69754.0
361,370,Switzerland,CHE,54600.0
361,371,Switzerland,CHE,46924.0
361,372,Switzerland,CHE,60150.0
361,373,Switzerland,CHE,67645.0
361,374,Switzerland,CHE,50571.0
361,375,Switzerland,CHE,76663.0
361,376,Switzerland,CHE,48751.0
361,377,Switzerland,CHE,110008.0
361,378,Switzerland,CHE,80766.0
361,379,Switzerland,CHE,66898.0
361,380,Switzerland,CHE,130824.0
361,381,Switzerland,CHE,99882.0
361,382,Switzerland,CHE,62149.0
361,383,Switzerland,CHE,32719.0
362,358,Switzerland,CHE,311595.0
362,359,Switzerland,CHE,185051.0
362,360,Switzerland,CHE,73336.0
362,361,Switzerland,CHE,149760.0
362,362,Switzerland,CHE,2958803.0
362,363,Switzerland,CHE,42031.0
362,364,Switzerland,CHE,219824.0
362,365,Switzerland,CHE,192097.0
362,366,Switzerland,CHE,23948.0
362,367,Switzerland,CHE,21690.0
362,368,Switzerland,CHE,23640.0
362,369,Switzerland,CHE,25972.0
362,370,Switzerland,CHE,22891.0
362,371,Switzerland,CHE,15671.0
362,372,Switzerland,CHE,19970.0
362,373,Switzerland,CHE,23995.0
362,374,Switzerland,CHE,19167.0
362,375,Switzerland,CHE,25321.0
362,376,Switzerland,CHE,17939.0
362,377,Switzerland,CHE,31651.0
362,378,Switzerland,CHE,28958.0
362,379,Switzerland,CHE,21992.0
362,380,Switzerland,CHE,46334.0
362,381,Switzerland,CHE,31364.0
362,382,Switzerland,CHE,22587.0
362,383,Switzerland,CHE,41793.0
363,358,Switzerland,CHE,15811.0
363,359,Switzerland,CHE,35226.0
363,360,Switzerland,CHE,10256.0
363,361,Switzerland,CHE,275844.0
363,362,Switzerland,CHE,42031.0
363,363,Switzerland,CHE,2169576.0
363,364,Switzerland,CHE,20422.0
363,365,Switzerland,CHE,69563.0
363,366,Switzerland,CHE,184921.0
363,367,Switzerland,CHE,363320.0
363,368,Switzerland,CHE,242649.0
363,369,Switzerland,CHE,78598.0
363,370,Switzerland,CHE,61366.0
363,371,Switzerland,CHE,53044.0
363,372,Switzerland,CHE,56516.0
