nodeID_from,nodeID_to,country_name,country_ISO3,weight
6559,6559,Zimbabwe,ZWE,1601509.0
6559,6558,Zimbabwe,ZWE,381308.0
6559,6560,Zimbabwe,ZWE,212265.0
6559,6561,Zimbabwe,ZWE,190388.0
6559,6562,Zimbabwe,ZWE,199301.0
6559,6563,Zimbabwe,ZWE,194133.0
6559,6564,Zimbabwe,ZWE,238713.0
6559,6565,Zimbabwe,ZWE,299788.0
6559,6566,Zimbabwe,ZWE,1185294.0
6559,6567,Zimbabwe,ZWE,946208.0
6558,6559,Zimbabwe,ZWE,381308.0
6558,6558,Zimbabwe,ZWE,3796285.0
6558,6560,Zimbabwe,ZWE,429177.0
6558,6561,Zimbabwe,ZWE,351839.0
6558,6562,Zimbabwe,ZWE,434616.0
6558,6563,Zimbabwe,ZWE,378351.0
6558,6564,Zimbabwe,ZWE,604258.0
6558,6565,Zimbabwe,ZWE,737929.0
6558,6566,Zimbabwe,ZWE,444911.0
6558,6567,Zimbabwe,ZWE,510231.0
6560,6559,Zimbabwe,ZWE,212265.0
6560,6558,Zimbabwe,ZWE,429177.0
6560,6560,Zimbabwe,ZWE,648489.0
6560,6561,Zimbabwe,ZWE,449574.0
6560,6562,Zimbabwe,ZWE,636046.0
6560,6563,Zimbabwe,ZWE,606958.0
6560,6564,Zimbabwe,ZWE,576740.0
6560,6565,Zimbabwe,ZWE,446016.0
6560,6566,Zimbabwe,ZWE,285301.0
6560,6567,Zimbabwe,ZWE,321767.0
6561,6559,Zimbabwe,ZWE,190388.0
6561,6558,Zimbabwe,ZWE,351839.0
6561,6560,Zimbabwe,ZWE,449574.0
6561,6561,Zimbabwe,ZWE,4332845.0
6561,6562,Zimbabwe,ZWE,397873.0
6561,6563,Zimbabwe,ZWE,496257.0
6561,6564,Zimbabwe,ZWE,389714.0
6561,6565,Zimbabwe,ZWE,476269.0
6561,6566,Zimbabwe,ZWE,235384.0
6561,6567,Zimbabwe,ZWE,310270.0
6562,6559,Zimbabwe,ZWE,199301.0
6562,6558,Zimbabwe,ZWE,434616.0
6562,6560,Zimbabwe,ZWE,636046.0
6562,6561,Zimbabwe,ZWE,397873.0
6562,6562,Zimbabwe,ZWE,9446396.0
6562,6563,Zimbabwe,ZWE,521105.0
6562,6564,Zimbabwe,ZWE,584175.0
6562,6565,Zimbabwe,ZWE,399799.0
6562,6566,Zimbabwe,ZWE,270765.0
6562,6567,Zimbabwe,ZWE,318504.0
6563,6559,Zimbabwe,ZWE,194133.0
6563,6558,Zimbabwe,ZWE,378351.0
6563,6560,Zimbabwe,ZWE,606958.0
6563,6561,Zimbabwe,ZWE,496257.0
6563,6562,Zimbabwe,ZWE,521105.0
6563,6563,Zimbabwe,ZWE,5745707.0
6563,6564,Zimbabwe,ZWE,483958.0
6563,6565,Zimbabwe,ZWE,390792.0
6563,6566,Zimbabwe,ZWE,257399.0
6563,6567,Zimbabwe,ZWE,305709.0
6564,6559,Zimbabwe,ZWE,238713.0
6564,6558,Zimbabwe,ZWE,604258.0
6564,6560,Zimbabwe,ZWE,576740.0
6564,6561,Zimbabwe,ZWE,389714.0
6564,6562,Zimbabwe,ZWE,584175.0
6564,6563,Zimbabwe,ZWE,483958.0
6564,6564,Zimbabwe,ZWE,3608300.0
6564,6565,Zimbabwe,ZWE,417883.0
6564,6566,Zimbabwe,ZWE,338081.0
6564,6567,Zimbabwe,ZWE,365478.0
6565,6559,Zimbabwe,ZWE,299788.0
6565,6558,Zimbabwe,ZWE,737929.0
6565,6560,Zimbabwe,ZWE,446016.0
6565,6561,Zimbabwe,ZWE,476269.0
6565,6562,Zimbabwe,ZWE,399799.0
6565,6563,Zimbabwe,ZWE,390792.0
6565,6564,Zimbabwe,ZWE,417883.0
6565,6565,Zimbabwe,ZWE,5614878.0
6565,6566,Zimbabwe,ZWE,333316.0
6565,6567,Zimbabwe,ZWE,715880.0
6566,6559,Zimbabwe,ZWE,1185294.0
6566,6558,Zimbabwe,ZWE,444911.0
6566,6560,Zimbabwe,ZWE,285301.0
6566,6561,Zimbabwe,ZWE,235384.0
6566,6562,Zimbabwe,ZWE,270765.0
6566,6563,Zimbabwe,ZWE,257399.0
6566,6564,Zimbabwe,ZWE,338081.0
6566,6565,Zimbabwe,ZWE,333316.0
6566,6566,Zimbabwe,ZWE,13400426.0
6566,6567,Zimbabwe,ZWE,722214.0
6567,6559,Zimbabwe,ZWE,946208.0
6567,6558,Zimbabwe,ZWE,510231.0
6567,6560,Zimbabwe,ZWE,321767.0
6567,6561,Zimbabwe,ZWE,310270.0
6567,6562,Zimbabwe,ZWE,318504.0
6567,6563,Zimbabwe,ZWE,305709.0
6567,6564,Zimbabwe,ZWE,365478.0
6567,6565,Zimbabwe,ZWE,715880.0
6567,6566,Zimbabwe,ZWE,722214.0
6567,6567,Zimbabwe,ZWE,15475362.0
