nodeID,nodeLabel,latitude,longitude
2804,TLS.10_1,-8.640336512999966,125.41227742447904
2805,TLS.11_1,-8.988761900999918,126.10275920214366
2806,TLS.12_1,-8.966800211999924,125.787381103392
2807,TLS.13_1,-8.866919516999957,126.1495455062996
2808,TLS.1_1,-8.684928416499844,125.57484412064278
2809,TLS.2_1,-8.997729778499917,125.5037972182049
2810,TLS.4_1,-8.66621112799993,126.60786122311168
2811,TLS.7_1,-8.212642668999962,125.58395051975006
2812,TLS.8_1,-8.97148942949994,125.41321398761484
2813,TLS.9_1,-8.715403079499936,126.8151433764159
