nodeID,nodeLabel,latitude,longitude
1595,JPN.10_1,36.343822479000096,138.79817395193652
1596,JPN.11_1,34.601737976000095,132.25860547232202
1597,JPN.12_1,43.96958350000008,144.18222024230508
1598,JPN.13_1,34.83233278450015,134.44869442313396
1599,JPN.14_1,36.00889587450007,140.21743071177502
1600,JPN.15_1,37.23094940250007,136.8635351086196
1601,JPN.16_1,40.01041603150017,141.85689704695432
1602,JPN.17_1,34.203640024500146,133.95772298679668
1603,JPN.18_1,31.77363491050005,130.62139957590614
1604,JPN.19_1,35.52509117250011,139.30419400240072
1605,JPN.1_1,34.936288834500004,136.9142546036623
1606,JPN.20_1,33.579481125000115,133.94143994712056
1607,JPN.21_1,32.35180450000007,130.09321846036602
1608,JPN.22_1,35.3595409400001,135.34731782366038
1609,JPN.23_1,35.02674453000017,136.65185278238
1610,JPN.24_1,38.393196000000046,141.18569879461958
1611,JPN.25_1,32.04743766800016,131.1964689341803
1612,JPN.26_1,35.426326751999994,137.695501123926
1613,JPN.27_1,33.30202464550004,129.65251560172229
1614,JPN.28_1,34.60066795450015,135.76176521110895
1615,JPN.29_1,37.648120544000165,139.449198906346
1616,JPN.2_1,39.67795150000009,140.1975264624072
1617,JPN.30_1,33.28899002050008,131.4596827965732
1618,JPN.31_1,34.82785913050009,134.01732283737675
1619,JPN.32_1,26.58847236650004,127.2307709822117
1620,JPN.33_1,34.43421173100006,135.64711946058492
1621,JPN.34_1,33.19621849100008,129.86237653237288
1622,JPN.35_1,35.97005653450009,139.58878673988994
1623,JPN.36_1,35.16504478500016,136.2514412694768
1624,JPN.37_1,36.07739650000016,133.09406385082144
1625,JPN.38_1,34.68782234250014,137.55893004921347
1626,JPN.39_1,36.35830678400004,139.44736613573644
1627,JPN.3_1,40.61412239100014,140.15936660700007
1628,JPN.40_1,34.128183259500105,134.50233005403967
1629,JPN.41_1,35.778709412000154,139.79924260751494
1630,JPN.42_1,35.238298416500015,134.25753013352085
1631,JPN.43_1,36.90163993900009,137.6383795837126
1632,JPN.44_1,34.083750000000094,135.15711579702025
1633,JPN.45_1,38.262262344000135,140.05716268756038
1634,JPN.46_1,34.5407445000001,131.56004847937731
1635,JPN.47_1,35.58127212600013,138.538476478456
1636,JPN.4_1,35.87077713000002,140.06319025020247
1637,JPN.5_1,32.9793490000001,132.59933355147285
1638,JPN.6_1,36.23401050000001,136.2571466530395
1639,JPN.7_1,33.60025215200011,130.89093102580608
1640,JPN.8_1,37.56743789350017,139.7944596563242
1641,JPN.9_1,35.34091857100012,136.67416284007027
