nodeID,nodeLabel,latitude,longitude
2264,PAN.10_1,8.577029228500123,-82.03086979292256
2265,PAN.11_1,8.948755801500027,-79.65263914461761
2266,PAN.12_1,8.33949750000005,-78.87037674643983
2267,PAN.13_1,8.052965165000074,-80.9007481627551
2268,PAN.1_1,9.303889000000026,-82.13527649999995
2269,PAN.2_1,8.38681936300003,-82.55112098736765
2270,PAN.3_1,8.225389480000047,-80.56207211562432
2271,PAN.4_1,9.193380356500086,-80.04103846185512
2272,PAN.5_1,8.851123685000118,-78.17249647653173
2273,PAN.7_1,7.947378873500071,-80.43229628083924
2274,PAN.8_1,9.207966999999996,-78.14629885251792
2275,PAN.9_1,7.845089674500087,-80.30442609418661
