nodeID,nodeLabel,latitude,longitude
2233,NZL.10_1,-29.268878999999917,-177.9151308974455
2234,NZL.11_1,-35.03355799999994,173.45332631859776
2235,NZL.12_1,-45.13088607849991,169.6328944335874
2236,NZL.13_1,-49.68650249999996,178.76800069474103
2237,NZL.14_1,-46.04576349999982,168.9553213486806
2238,NZL.15_1,-39.00123777949992,174.45486831425418
2239,NZL.16_1,-41.40180599999994,172.90986500382792
2240,NZL.1_1,-36.70502499999995,174.54743381547624
2241,NZL.2_1,-37.28902649999992,176.2549520635595
2242,NZL.3_1,-43.64254569949995,171.39281575368653
2243,NZL.5_1,-38.253489999999886,177.90783263129518
2244,NZL.6_1,-40.055717467999926,176.57190158277606
2245,NZL.7_1,-40.57733917199991,175.37849066145895
2246,NZL.8_1,-41.68832199999997,173.6029017469824
2247,NZL.9_1,-41.22229549999989,173.4052061666668
