nodeID,nodeLabel,latitude,longitude
432,COG.10_1,-4.788889169499896,11.87829794312167
433,COG.11_1,-4.60521101899991,14.649949540922949
434,COG.12_1,1.3768055440000353,15.62171716226441
435,COG.1_1,-4.55290389049992,13.549515054102883
436,COG.2_1,-4.270379304999921,15.267776161851405
437,COG.3_1,-0.7010094814999093,14.756748074261274
438,COG.4_1,-0.8045715094999082,15.375334958669203
439,COG.5_1,-4.031550645999914,12.00131761855368
440,COG.6_1,-2.4576194279999584,13.497052866396562
441,COG.7_1,2.794618010500102,17.46580228964725
442,COG.8_1,-2.6415590044998964,12.054911909933224
443,COG.9_1,-1.4669814699999222,15.51128221467687
