nodeID,nodeLabel,latitude,longitude
316,CAF.10_1,7.483477116000131,19.19801886780504
317,CAF.11_1,5.724502802500069,15.02695002926604
318,CAF.12_1,4.275310041000097,18.43851347727115
319,CAF.13_1,6.61555647800003,20.304336303057354
320,CAF.14_1,6.958195210000042,15.585819980099004
321,CAF.15_1,7.422535419500122,18.167746978334684
322,CAF.16_1,3.837221027500078,16.86331472522309
323,CAF.17_1,9.982650280000172,22.484396193721757
324,CAF.1_1,7.902362108500142,20.040489568749123
325,CAF.2_1,4.379850388000136,18.6026029096735
326,CAF.3_1,5.204583168500108,21.182834233490315
327,CAF.5_1,6.615417004000136,22.135251741619577
328,CAF.8_1,4.327680020000059,15.75580762014177
329,CAF.9_1,5.57305550600006,22.636881804442183
