nodeID,nodeLabel,latitude,longitude
1569,JAM.10_1,18.36996650000012,-77.85436522271768
1570,JAM.11_1,18.278611184000084,-76.9032080102627
1571,JAM.12_1,17.970010500000086,-76.44251300821593
1572,JAM.13_1,18.34068484500014,-77.60671519039926
1573,JAM.14_1,18.20805549650009,-77.97648840639823
1574,JAM.1_1,17.95849912200009,-77.26710794266731
1575,JAM.2_1,18.385834000000106,-78.13070405005209
1576,JAM.3_1,17.968332500000145,-76.77902999999992
1577,JAM.4_1,18.060159148500134,-77.50866819936083
1578,JAM.5_1,18.12694450000015,-76.53915119619626
1579,JAM.6_1,18.05438940900009,-76.76227938832938
1580,JAM.7_1,18.331693043000087,-77.25067348623753
1581,JAM.8_1,18.04888850000006,-77.02613104479073
1582,JAM.9_1,18.05222100000009,-77.77693931620627
