nodeID,nodeLabel,latitude,longitude
2634,SEN.10_1,16.43035125800006,-15.488358699545405
2635,SEN.11_1,13.272490978000008,-15.560853199851088
2636,SEN.12_1,14.4749255185001,-12.34660717365095
2637,SEN.13_1,14.554851532500066,-16.599153291290268
2638,SEN.14_1,12.97187805200008,-16.483624054731415
2639,SEN.1_1,14.710480690000054,-17.471714612445474
2640,SEN.2_1,14.93274021250008,-16.482018006189605
2641,SEN.3_1,14.1972794535001,-16.58606545011824
2642,SEN.4_1,14.112529754500144,-15.73517991440709
2643,SEN.5_1,14.255082608000125,-16.08502412651257
2644,SEN.6_1,12.625580787000048,-12.258800671668975
2645,SEN.7_1,12.827098846500093,-14.924708161832072
2646,SEN.8_1,15.113831043500142,-16.142815307010338
2647,SEN.9_1,14.913180828500115,-12.854669078528635
